"Iteration #"	"Inertia"	"Number of features"	"CV best"	"Permuted CV best"	"Global best fitness"	"Current best fitness"	"Number of features in current best agent"	"Number of features in global best"	"Number of features in local best"
1	0.98	44	78.0155304044677	-Inf	13458.7494327037	13458.7494327037	22	44	44
2	0.96	44	78.0155304044677	-Inf	13458.7494327037	11088.7669830624	32	44	32
3	0.94	44	78.0155304044677	-Inf	13458.7494327037	11911.5778005843	34	44	29
4	0.92	44	78.0155304044677	-Inf	13458.7494327037	10251.2127578133	34	44	44
5	0.9	44	78.0155304044677	-Inf	13458.7494327037	10975.216371686	22	44	26
6	0.88	44	81.7132846526665	-Inf	13938.7124270266	13938.7124270266	32	30	30
7	0.86	44	81.7132846526665	-Inf	13938.7124270266	10734.3876848257	24	30	30
8	0.84	44	81.7132846526665	-Inf	13938.7124270266	13516.0240627404	24	30	29
9	0.82	44	81.7132846526665	-Inf	13938.7124270266	13825.2277282029	15	30	21
10	0.8	44	81.7132846526665	-Inf	13938.7124270266	13360.2443896245	21	30	33
11	0.78	44	81.7132846526665	-Inf	13938.7124270266	11288.3082694817	25	30	30
12	0.76	44	81.7132846526665	-Inf	13938.7124270266	-1e+21	36	30	34
13	0.74	44	80.9346368926193	-Inf	14807.5423516359	14807.5423516359	32	31	31
14	0.72	44	80.9346368926193	-Inf	14807.5423516359	14494.0583662646	14	31	17
15	0.7	44	80.9346368926193	-Inf	14807.5423516359	10917.8929923728	29	31	20
16	0.68	44	80.9346368926193	-Inf	14807.5423516359	13494.2583659836	16	31	20
17	0.66	44	80.9346368926193	-Inf	14807.5423516359	12521.6098788334	17	31	20
18	0.64	44	82.2819984235749	-Inf	15079.915407868	15079.915407868	29	28	28
19	0.62	44	82.2819984235749	-Inf	15079.915407868	13022.7798474913	24	28	17
20	0.6	44	82.2819984235749	-Inf	15079.915407868	11815.7085076371	25	28	31
21	0.58	44	82.2819984235749	-Inf	15079.915407868	12432.646777566	32	28	28
22	0.56	44	82.2819984235749	-Inf	15079.915407868	12247.6775042808	31	28	28
23	0.54	44	82.2819984235749	-Inf	15079.915407868	11426.7845522414	27	28	23
24	0.52	44	82.2819984235749	-Inf	15079.915407868	-1e+21	25	28	28
25	0.5	44	82.2819984235749	-Inf	15079.915407868	13712.4644000431	28	28	23
26	0.48	44	82.2819984235749	-Inf	15079.915407868	12335.184738354	21	28	22
27	0.46	44	82.7655845405293	-Inf	15507.1642078234	15507.1642078234	32	25	25
28	0.44	44	82.7655845405293	-Inf	15507.1642078234	13232.9413054477	35	25	26
29	0.42	44	82.7655845405293	-Inf	15507.1642078234	12894.2386971458	24	25	29
30	0.4	44	82.7655845405293	-Inf	15507.1642078234	13058.7133305547	29	25	25
31	0.38	44	82.7655845405293	-Inf	15507.1642078234	12297.4017234926	29	25	22
32	0.36	44	82.7655845405293	-Inf	15507.1642078234	12590.6717693528	26	25	25
33	0.34	44	82.7655845405293	-Inf	15507.1642078234	-1e+21	24	25	18
34	0.32	44	82.7655845405293	-Inf	15507.1642078234	12953.8649526944	29	25	25
35	0.3	44	82.7655845405293	-Inf	15507.1642078234	10730.4026832588	27	25	25
36	0.28	44	82.7655845405293	-Inf	15507.1642078234	11665.4389462417	26	25	29
37	0.26	44	82.7655845405293	-Inf	15507.1642078234	12558.3277235483	19	25	23
38	0.24	44	82.7655845405293	-Inf	15507.1642078234	11641.6084604751	26	25	26
