"Iteration #"	"Inertia"	"Number of features"	"CV best"	"Permuted CV best"	"Global best fitness"	"Current best fitness"	"Number of features in current best agent"	"Number of features in global best"	"Number of features in local best"
1	1	77	100	85.4138805144323	29.9602836398974	29.9602836398974	77	77	1540
2	1	36	100	85.4138805144323	34.4602836398974	34.4602836398974	77	77	1463
3	1	77	100	85.4138805144323	35.9602836398974	35.9602836398974	77	77	1463
4	1	77	100	85.4138805144323	36.7102836398974	36.7102836398974	77	77	1463
5	1	50	100	85.4138805144323	37.1602836398974	37.1602836398974	77	77	1463
6	1	48	100	85.5719703609265	38.5411791889099	38.5411791889099	77	48	48
7	1	48	100	85.5719703609265	38.6747598939192	38.6747598939192	77	48	48
8	1	48	100	85.5719703609265	38.7749454226761	38.7749454226761	77	48	48
9	1	48	100	85.5719703609265	38.7749454226761	38.8528675005982	77	48	48
10	1	48	100	85.5719703609265	38.9152051629359	38.9152051629359	77	48	48
11	1	52	100	83.1804729821735	40.5458058664337	40.5458058664337	77	52	52
12	1	52	100	83.1804729821735	40.5458058664337	40.5918507306604	77	52	52
13	1	52	100	83.1804729821735	40.5458058664337	40.6308117696214	77	52	52
14	1	52	100	83.1804729821735	40.6642069458737	40.6642069458737	77	52	52
15	1	52	100	83.1804729821735	40.6642069458737	40.6931494319591	77	52	52
16	1	52	100	83.1804729821735	40.6642069458737	38.3977836398974	77	52	1463
17	1	53	100	80.7039640625167	42.4545131623498	42.4545131623498	77	53	53
18	1	53	100	80.7039640625167	42.4545131623498	42.4747576237708	77	53	53
19	1	53	100	80.7039640625167	42.4545131623498	42.4928710892527	77	53	53
20	1	53	100	80.7039640625167	42.4545131623498	42.5091732081864	77	53	53
21	1	53	100	80.7039640625167	42.4545131623498	39.9039636460171	77	53	53
22	1	53	100	80.7039640625167	42.4545131623498	39.7560887935968	77	53	53
23	1	32	100	80.7039640625167	42.9290207519469	42.9290207519469	77	32	32
24	1	32	100	80.7039640625167	42.9290207519469	42.7929394419526	77	32	32
25	1	26	100	79.8343747352966	43.1567169060716	43.1567169060716	77	26	26
26	1	26	100	79.8343747352966	43.1567169060716	38.6141297937435	77	26	1463
27	1	26	100	79.8343747352966	43.1567169060716	38.626950306564	77	26	1463
28	1	26	100	79.8343747352966	43.1567169060716	38.6388550684688	77	26	1463
29	1	29	100	79.8343747352966	43.3724311917859	43.3724311917859	77	29	29
30	1	29	100	79.8343747352966	43.3724311917859	43.376327295682	77	29	29
31	1	29	100	79.8343747352966	43.3724311917859	38.6699610592522	77	29	1463
