"Iteration #"	"Inertia"	"Number of features"	"Global best fitness"	"Current best fitness"	"Number of features in current best agent"	"Number of features in global best"	"Number of features in local best"
6	1	20	241128.33704364	196903.707822244	17	20	20
6	1	20	241128.33704364	196903.707822244	17	20	20
6	1	20	241128.33704364	196903.707822244	17	20	20
6	1	20	241128.33704364	196903.707822244	20	20	20
6	1	20	241128.33704364	196903.707822244	20	20	20
6	1	20	241128.33704364	196903.707822244	20	20	20
6	1	20	241128.33704364	196903.707822244	20	20	20
6	1	20	241128.33704364	196903.707822244	20	20	20
6	1	20	241128.33704364	196903.707822244	20	20	20
6	1	20	241128.33704364	196903.707822244	20	20	20
6	1	20	241128.33704364	196903.707822244	20	20	20
6	1	20	241128.33704364	196903.707822244	20	20	20
6	1	20	241128.33704364	196903.707822244	20	20	20
6	1	20	241128.33704364	196903.707822244	20	20	20
6	1	20	241128.33704364	196903.707822244	20	20	20
6	1	20	241128.33704364	196903.707822244	20	20	20
6	1	20	241128.33704364	196903.707822244	20	20	20
6	1	20	241128.33704364	196903.707822244	20	20	20
6	1	20	241128.33704364	196903.707822244	20	20	20
6	1	20	241128.33704364	196903.707822244	20	20	20
6	1	20	241128.33704364	196903.707822244	20	20	20
6	1	20	241128.33704364	196903.707822244	20	20	20
6	1	20	241128.33704364	196903.707822244	20	20	20
6	1	20	241128.33704364	196903.707822244	20	20	20
6	1	20	241128.33704364	196903.707822244	20	20	20
6	1	20	241128.33704364	196903.707822244	20	20	20
7	1	20	241128.33704364	-1e+21	14	20	14
7	1	20	241128.33704364	-1e+21	14	20	14
7	1	20	241128.33704364	-1e+21	14	20	14
7	1	20	241128.33704364	-1e+21	14	20	14
7	1	20	241128.33704364	-1e+21	18	20	14
7	1	20	241128.33704364	-1e+21	18	20	14
7	1	20	241128.33704364	-1e+21	18	20	14
7	1	20	241128.33704364	-1e+21	18	20	14
7	1	20	241128.33704364	-1e+21	18	20	14
7	1	20	241128.33704364	-1e+21	18	20	14
7	1	20	241128.33704364	-1e+21	18	20	14
7	1	20	241128.33704364	-1e+21	18	20	14
7	1	20	241128.33704364	-1e+21	18	20	14
7	1	20	241128.33704364	-1e+21	18	20	14
7	1	20	241128.33704364	-1e+21	18	20	14
7	1	20	241128.33704364	-1e+21	18	20	14
7	1	20	241128.33704364	-1e+21	18	20	14
7	1	20	241128.33704364	-1e+21	18	20	14
7	1	20	241128.33704364	-1e+21	18	20	14
7	1	20	241128.33704364	-1e+21	18	20	14
7	1	20	241128.33704364	-1e+21	18	20	14
7	1	20	241128.33704364	-1e+21	18	20	14
7	1	20	241128.33704364	-1e+21	18	20	14
7	1	20	241128.33704364	-1e+21	18	20	14
7	1	20	241128.33704364	-1e+21	18	20	14
7	1	20	241128.33704364	-1e+21	18	20	14
7	1	20	241128.33704364	-1e+21	18	20	14
7	1	20	241128.33704364	-1e+21	18	20	14
7	1	20	241128.33704364	-1e+21	18	20	14
7	1	20	241128.33704364	-1e+21	18	20	14
8	1	20	241128.33704364	214602.833945472	18	20	18
8	1	20	241128.33704364	214602.833945472	18	20	18
8	1	20	241128.33704364	214602.833945472	18	20	18
8	1	20	241128.33704364	214602.833945472	18	20	18
8	1	20	241128.33704364	214602.833945472	18	20	18
8	1	20	241128.33704364	214602.833945472	18	20	18
8	1	20	241128.33704364	214602.833945472	18	20	18
8	1	20	241128.33704364	214602.833945472	18	20	18
8	1	20	241128.33704364	214602.833945472	18	20	18
8	1	20	241128.33704364	214602.833945472	13	20	18
8	1	20	241128.33704364	214602.833945472	13	20	18
8	1	20	241128.33704364	214602.833945472	13	20	18
8	1	20	241128.33704364	214602.833945472	13	20	18
8	1	20	241128.33704364	214602.833945472	13	20	18
8	1	20	241128.33704364	214602.833945472	13	20	18
8	1	20	241128.33704364	214602.833945472	13	20	18
8	1	20	241128.33704364	214602.833945472	13	20	18
8	1	20	241128.33704364	214602.833945472	13	20	18
8	1	20	241128.33704364	214602.833945472	13	20	18
8	1	20	241128.33704364	214602.833945472	13	20	18
8	1	20	241128.33704364	214602.833945472	13	20	18
8	1	20	241128.33704364	214602.833945472	13	20	18
8	1	20	241128.33704364	214602.833945472	13	20	18
8	1	20	241128.33704364	214602.833945472	13	20	18
8	1	20	241128.33704364	214602.833945472	13	20	18
8	1	20	241128.33704364	214602.833945472	13	20	18
8	1	20	241128.33704364	214602.833945472	13	20	18
8	1	20	241128.33704364	214602.833945472	13	20	18
8	1	20	241128.33704364	214602.833945472	13	20	18
8	1	20	241128.33704364	214602.833945472	13	20	18
9	1	20	241128.33704364	207245.349289987	16	20	16
9	1	20	241128.33704364	207245.349289987	16	20	16
9	1	20	241128.33704364	207245.349289987	16	20	16
9	1	20	241128.33704364	207245.349289987	16	20	16
9	1	20	241128.33704364	207245.349289987	16	20	16
9	1	20	241128.33704364	207245.349289987	16	20	16
9	1	20	241128.33704364	207245.349289987	16	20	16
9	1	20	241128.33704364	207245.349289987	16	20	16
9	1	20	241128.33704364	207245.349289987	16	20	16
9	1	20	241128.33704364	207245.349289987	16	20	16
9	1	20	241128.33704364	207245.349289987	16	20	16
9	1	20	241128.33704364	207245.349289987	16	20	16
9	1	20	241128.33704364	207245.349289987	16	20	16
9	1	20	241128.33704364	207245.349289987	16	20	16
9	1	20	241128.33704364	207245.349289987	16	20	16
9	1	20	241128.33704364	207245.349289987	16	20	16
9	1	20	241128.33704364	207245.349289987	16	20	16
9	1	20	241128.33704364	207245.349289987	16	20	16
9	1	20	241128.33704364	207245.349289987	16	20	16
9	1	20	241128.33704364	207245.349289987	12	20	16
9	1	20	241128.33704364	207245.349289987	12	20	16
9	1	20	241128.33704364	207245.349289987	12	20	16
9	1	20	241128.33704364	207245.349289987	12	20	16
9	1	20	241128.33704364	207245.349289987	12	20	16
9	1	20	241128.33704364	207245.349289987	12	20	16
9	1	20	241128.33704364	207245.349289987	12	20	16
9	1	20	241128.33704364	207245.349289987	12	20	16
9	1	20	241128.33704364	207245.349289987	12	20	16
9	1	20	241128.33704364	207245.349289987	12	20	16
9	1	20	241128.33704364	207245.349289987	12	20	16
10	1	20	241128.33704364	204225.2244276	18	20	18
10	1	20	241128.33704364	204225.2244276	18	20	18
10	1	20	241128.33704364	204225.2244276	18	20	18
10	1	20	241128.33704364	204225.2244276	18	20	18
10	1	20	241128.33704364	204225.2244276	18	20	18
10	1	20	241128.33704364	204225.2244276	18	20	18
10	1	20	241128.33704364	204225.2244276	18	20	18
10	1	20	241128.33704364	204225.2244276	18	20	18
10	1	20	241128.33704364	204225.2244276	18	20	18
10	1	20	241128.33704364	204225.2244276	18	20	18
10	1	20	241128.33704364	204225.2244276	18	20	18
10	1	20	241128.33704364	204225.2244276	18	20	18
10	1	20	241128.33704364	204225.2244276	18	20	18
10	1	20	241128.33704364	204225.2244276	18	20	18
10	1	20	241128.33704364	204225.2244276	18	20	18
10	1	20	241128.33704364	204225.2244276	18	20	18
10	1	20	241128.33704364	204225.2244276	18	20	18
10	1	20	241128.33704364	204225.2244276	18	20	18
10	1	20	241128.33704364	204225.2244276	18	20	18
10	1	20	241128.33704364	204225.2244276	18	20	18
10	1	20	241128.33704364	204225.2244276	18	20	18
10	1	20	241128.33704364	204225.2244276	18	20	18
10	1	20	241128.33704364	204225.2244276	18	20	18
10	1	20	241128.33704364	204225.2244276	18	20	18
10	1	20	241128.33704364	204225.2244276	18	20	18
10	1	20	241128.33704364	204225.2244276	18	20	18
10	1	20	241128.33704364	204225.2244276	18	20	18
10	1	20	241128.33704364	204225.2244276	18	20	18
10	1	20	241128.33704364	204225.2244276	18	20	18
10	1	20	241128.33704364	204225.2244276	18	20	18
11	1	20	241128.33704364	210748.915855074	14	20	14
11	1	20	241128.33704364	210748.915855074	14	20	14
11	1	20	241128.33704364	210748.915855074	14	20	14
11	1	20	241128.33704364	210748.915855074	17	20	14
11	1	20	241128.33704364	210748.915855074	17	20	14
11	1	20	241128.33704364	210748.915855074	17	20	14
11	1	20	241128.33704364	210748.915855074	17	20	14
11	1	20	241128.33704364	210748.915855074	17	20	14
11	1	20	241128.33704364	210748.915855074	17	20	14
11	1	20	241128.33704364	210748.915855074	17	20	14
11	1	20	241128.33704364	210748.915855074	17	20	14
11	1	20	241128.33704364	210748.915855074	17	20	14
11	1	20	241128.33704364	210748.915855074	17	20	14
11	1	20	241128.33704364	210748.915855074	17	20	14
11	1	20	241128.33704364	210748.915855074	17	20	14
11	1	20	241128.33704364	210748.915855074	17	20	14
11	1	20	241128.33704364	210748.915855074	17	20	14
11	1	20	241128.33704364	210748.915855074	17	20	14
11	1	20	241128.33704364	210748.915855074	17	20	14
11	1	20	241128.33704364	210748.915855074	17	20	14
11	1	20	241128.33704364	210748.915855074	17	20	14
11	1	20	241128.33704364	210748.915855074	17	20	14
11	1	20	241128.33704364	210748.915855074	17	20	14
11	1	20	241128.33704364	210748.915855074	17	20	14
11	1	20	241128.33704364	210748.915855074	17	20	14
11	1	20	241128.33704364	210748.915855074	17	20	14
11	1	20	241128.33704364	210748.915855074	17	20	14
11	1	20	241128.33704364	210748.915855074	17	20	14
11	1	20	241128.33704364	210748.915855074	17	20	14
11	1	20	241128.33704364	210748.915855074	17	20	14
12	1	20	241974.027280188	241974.027280188	16	16	16
12	1	20	241974.027280188	241974.027280188	16	16	16
12	1	20	241974.027280188	241974.027280188	16	16	16
12	1	20	241974.027280188	241974.027280188	16	16	16
12	1	20	241974.027280188	241974.027280188	18	16	16
12	1	20	241974.027280188	241974.027280188	18	16	16
12	1	20	241974.027280188	241974.027280188	18	16	16
12	1	20	241974.027280188	241974.027280188	18	16	16
12	1	20	241974.027280188	241974.027280188	18	16	16
12	1	20	241974.027280188	241974.027280188	18	16	16
12	1	20	241974.027280188	241974.027280188	18	16	16
12	1	20	241974.027280188	241974.027280188	18	16	16
12	1	20	241974.027280188	241974.027280188	18	16	16
12	1	20	241974.027280188	241974.027280188	18	16	16
12	1	20	241974.027280188	241974.027280188	18	16	16
12	1	20	241974.027280188	241974.027280188	18	16	16
12	1	20	241974.027280188	241974.027280188	18	16	16
12	1	20	241974.027280188	241974.027280188	18	16	16
12	1	20	241974.027280188	241974.027280188	18	16	16
12	1	20	241974.027280188	241974.027280188	18	16	16
12	1	20	241974.027280188	241974.027280188	18	16	16
12	1	20	241974.027280188	241974.027280188	18	16	16
12	1	20	241974.027280188	241974.027280188	18	16	16
12	1	20	241974.027280188	241974.027280188	18	16	16
12	1	20	241974.027280188	241974.027280188	18	16	16
12	1	20	241974.027280188	241974.027280188	18	16	16
12	1	20	241974.027280188	241974.027280188	18	16	16
12	1	20	241974.027280188	241974.027280188	18	16	16
12	1	20	241974.027280188	241974.027280188	18	16	16
12	1	20	241974.027280188	241974.027280188	18	16	16
13	1	20	241974.027280188	201793.678873556	14	16	18
13	1	20	241974.027280188	201793.678873556	14	16	18
13	1	20	241974.027280188	201793.678873556	14	16	18
13	1	20	241974.027280188	201793.678873556	14	16	18
13	1	20	241974.027280188	201793.678873556	14	16	18
13	1	20	241974.027280188	201793.678873556	14	16	18
13	1	20	241974.027280188	201793.678873556	14	16	18
13	1	20	241974.027280188	201793.678873556	14	16	18
13	1	20	241974.027280188	201793.678873556	14	16	18
13	1	20	241974.027280188	201793.678873556	14	16	18
13	1	20	241974.027280188	201793.678873556	14	16	18
13	1	20	241974.027280188	201793.678873556	14	16	18
13	1	20	241974.027280188	201793.678873556	14	16	18
13	1	20	241974.027280188	201793.678873556	14	16	18
13	1	20	241974.027280188	201793.678873556	14	16	18
13	1	20	241974.027280188	201793.678873556	14	16	18
13	1	20	241974.027280188	201793.678873556	14	16	18
13	1	20	241974.027280188	201793.678873556	14	16	18
13	1	20	241974.027280188	201793.678873556	14	16	18
13	1	20	241974.027280188	201793.678873556	14	16	18
13	1	20	241974.027280188	201793.678873556	14	16	18
13	1	20	241974.027280188	201793.678873556	14	16	18
13	1	20	241974.027280188	201793.678873556	14	16	18
13	1	20	241974.027280188	201793.678873556	14	16	18
13	1	20	241974.027280188	201793.678873556	14	16	18
13	1	20	241974.027280188	201793.678873556	13	16	18
13	1	20	241974.027280188	201793.678873556	13	16	18
13	1	20	241974.027280188	201793.678873556	13	16	18
13	1	20	241974.027280188	201793.678873556	13	16	18
13	1	20	241974.027280188	201793.678873556	13	16	18
14	1	20	241974.027280188	229529.22242437	14	16	14
14	1	20	241974.027280188	229529.22242437	14	16	14
14	1	20	241974.027280188	229529.22242437	14	16	14
14	1	20	241974.027280188	229529.22242437	14	16	14
14	1	20	241974.027280188	229529.22242437	14	16	14
14	1	20	241974.027280188	229529.22242437	15	16	14
14	1	20	241974.027280188	229529.22242437	15	16	14
14	1	20	241974.027280188	229529.22242437	15	16	14
14	1	20	241974.027280188	229529.22242437	15	16	14
14	1	20	241974.027280188	229529.22242437	15	16	14
14	1	20	241974.027280188	229529.22242437	15	16	14
14	1	20	241974.027280188	229529.22242437	15	16	14
14	1	20	241974.027280188	229529.22242437	15	16	14
14	1	20	241974.027280188	229529.22242437	15	16	14
14	1	20	241974.027280188	229529.22242437	15	16	14
14	1	20	241974.027280188	229529.22242437	15	16	14
14	1	20	241974.027280188	229529.22242437	15	16	14
14	1	20	241974.027280188	229529.22242437	15	16	14
14	1	20	241974.027280188	229529.22242437	15	16	14
14	1	20	241974.027280188	229529.22242437	15	16	14
14	1	20	241974.027280188	229529.22242437	15	16	14
14	1	20	241974.027280188	229529.22242437	15	16	14
14	1	20	241974.027280188	229529.22242437	15	16	14
14	1	20	241974.027280188	229529.22242437	15	16	14
14	1	20	241974.027280188	229529.22242437	15	16	14
14	1	20	241974.027280188	229529.22242437	15	16	14
14	1	20	241974.027280188	229529.22242437	15	16	14
14	1	20	241974.027280188	229529.22242437	15	16	14
14	1	20	241974.027280188	229529.22242437	15	16	14
14	1	20	241974.027280188	229529.22242437	15	16	14
15	1	20	241974.027280188	194518.778334711	19	16	19
15	1	20	241974.027280188	194518.778334711	19	16	19
15	1	20	241974.027280188	194518.778334711	19	16	19
15	1	20	241974.027280188	194518.778334711	19	16	19
15	1	20	241974.027280188	194518.778334711	19	16	19
15	1	20	241974.027280188	194518.778334711	19	16	19
15	1	20	241974.027280188	194518.778334711	19	16	19
15	1	20	241974.027280188	194518.778334711	18	16	19
15	1	20	241974.027280188	194518.778334711	18	16	19
15	1	20	241974.027280188	194518.778334711	18	16	19
15	1	20	241974.027280188	194518.778334711	18	16	19
15	1	20	241974.027280188	194518.778334711	18	16	19
15	1	20	241974.027280188	194518.778334711	18	16	19
15	1	20	241974.027280188	194518.778334711	18	16	19
15	1	20	241974.027280188	194518.778334711	18	16	19
15	1	20	241974.027280188	194518.778334711	18	16	19
15	1	20	241974.027280188	194518.778334711	18	16	19
15	1	20	241974.027280188	194518.778334711	18	16	19
15	1	20	241974.027280188	194518.778334711	18	16	19
15	1	20	241974.027280188	194518.778334711	18	16	19
15	1	20	241974.027280188	194518.778334711	18	16	19
15	1	20	241974.027280188	194518.778334711	18	16	19
15	1	20	241974.027280188	194518.778334711	18	16	19
15	1	20	241974.027280188	194518.778334711	18	16	19
15	1	20	241974.027280188	194518.778334711	18	16	19
15	1	20	241974.027280188	194518.778334711	18	16	19
15	1	20	241974.027280188	194518.778334711	18	16	19
15	1	20	241974.027280188	194518.778334711	18	16	19
15	1	20	241974.027280188	194518.778334711	18	16	19
15	1	20	241974.027280188	194518.778334711	18	16	19
16	1	20	241974.027280188	225708.391366811	19	16	19
16	1	20	241974.027280188	225708.391366811	19	16	19
16	1	20	241974.027280188	225708.391366811	19	16	19
16	1	20	241974.027280188	225708.391366811	19	16	19
16	1	20	241974.027280188	225708.391366811	19	16	19
16	1	20	241974.027280188	225708.391366811	19	16	19
16	1	20	241974.027280188	225708.391366811	19	16	19
16	1	20	241974.027280188	225708.391366811	19	16	19
16	1	20	241974.027280188	225708.391366811	19	16	19
16	1	20	241974.027280188	225708.391366811	19	16	19
16	1	20	241974.027280188	225708.391366811	19	16	19
16	1	20	241974.027280188	225708.391366811	19	16	19
16	1	20	241974.027280188	225708.391366811	19	16	19
16	1	20	241974.027280188	225708.391366811	19	16	19
16	1	20	241974.027280188	225708.391366811	19	16	19
16	1	20	241974.027280188	225708.391366811	19	16	19
16	1	20	241974.027280188	225708.391366811	19	16	19
16	1	20	241974.027280188	225708.391366811	19	16	19
16	1	20	241974.027280188	225708.391366811	19	16	19
16	1	20	241974.027280188	225708.391366811	19	16	19
16	1	20	241974.027280188	225708.391366811	19	16	19
16	1	20	241974.027280188	225708.391366811	19	16	19
16	1	20	241974.027280188	225708.391366811	19	16	19
16	1	20	241974.027280188	225708.391366811	19	16	19
16	1	20	241974.027280188	225708.391366811	19	16	19
16	1	20	241974.027280188	225708.391366811	19	16	19
16	1	20	241974.027280188	225708.391366811	19	16	19
16	1	20	241974.027280188	225708.391366811	19	16	19
16	1	20	241974.027280188	225708.391366811	19	16	19
16	1	20	241974.027280188	225708.391366811	19	16	19
17	1	20	241974.027280188	197693.050587413	17	16	18
17	1	20	241974.027280188	197693.050587413	17	16	18
17	1	20	241974.027280188	197693.050587413	17	16	18
17	1	20	241974.027280188	197693.050587413	17	16	18
17	1	20	241974.027280188	197693.050587413	17	16	18
17	1	20	241974.027280188	197693.050587413	17	16	18
17	1	20	241974.027280188	197693.050587413	17	16	18
17	1	20	241974.027280188	197693.050587413	17	16	18
17	1	20	241974.027280188	197693.050587413	17	16	18
17	1	20	241974.027280188	197693.050587413	17	16	18
17	1	20	241974.027280188	197693.050587413	17	16	18
17	1	20	241974.027280188	197693.050587413	17	16	18
17	1	20	241974.027280188	197693.050587413	17	16	18
17	1	20	241974.027280188	197693.050587413	17	16	18
17	1	20	241974.027280188	197693.050587413	17	16	18
17	1	20	241974.027280188	197693.050587413	17	16	18
17	1	20	241974.027280188	197693.050587413	17	16	18
17	1	20	241974.027280188	197693.050587413	19	16	18
17	1	20	241974.027280188	197693.050587413	19	16	18
17	1	20	241974.027280188	197693.050587413	19	16	18
17	1	20	241974.027280188	197693.050587413	19	16	18
17	1	20	241974.027280188	197693.050587413	19	16	18
17	1	20	241974.027280188	197693.050587413	19	16	18
17	1	20	241974.027280188	197693.050587413	19	16	18
17	1	20	241974.027280188	197693.050587413	19	16	18
17	1	20	241974.027280188	197693.050587413	19	16	18
17	1	20	241974.027280188	197693.050587413	19	16	18
17	1	20	241974.027280188	197693.050587413	19	16	18
17	1	20	241974.027280188	197693.050587413	19	16	18
17	1	20	241974.027280188	197693.050587413	19	16	18
18	1	20	241974.027280188	-1e+21	16	16	14
18	1	20	241974.027280188	-1e+21	16	16	14
18	1	20	241974.027280188	-1e+21	16	16	14
18	1	20	241974.027280188	-1e+21	16	16	14
18	1	20	241974.027280188	-1e+21	16	16	14
18	1	20	241974.027280188	-1e+21	18	16	14
18	1	20	241974.027280188	-1e+21	18	16	14
18	1	20	241974.027280188	-1e+21	18	16	14
18	1	20	241974.027280188	-1e+21	18	16	14
18	1	20	241974.027280188	-1e+21	18	16	14
18	1	20	241974.027280188	-1e+21	18	16	14
18	1	20	241974.027280188	-1e+21	18	16	14
18	1	20	241974.027280188	-1e+21	18	16	14
18	1	20	241974.027280188	-1e+21	18	16	14
18	1	20	241974.027280188	-1e+21	18	16	14
18	1	20	241974.027280188	-1e+21	18	16	14
18	1	20	241974.027280188	-1e+21	18	16	14
18	1	20	241974.027280188	-1e+21	18	16	14
18	1	20	241974.027280188	-1e+21	18	16	14
18	1	20	241974.027280188	-1e+21	18	16	14
18	1	20	241974.027280188	-1e+21	18	16	14
18	1	20	241974.027280188	-1e+21	18	16	14
18	1	20	241974.027280188	-1e+21	18	16	14
18	1	20	241974.027280188	-1e+21	18	16	14
18	1	20	241974.027280188	-1e+21	18	16	14
