"k"	"w"	"num_featg"	"fitness_gbest"	"min_fit_x"	""
770	1	10	-111.99	-111.99	2
771	1	10	-111.99	1e+21	1
772	1	10	-111.99	-111.99	1
773	1	10	-111.99	-111.99	2
774	1	10	-111.99	-111.99	2
775	1	10	-111.99	-111.99	2
776	1	10	-111.99	-111.99	1
777	1	10	-111.99	-111.99	5
778	1	10	-111.99	-111.99	2
779	1	10	-111.99	-111.99	2
780	1	10	-111.99	-111.99	2
781	1	10	-111.99	-111.99	2
782	1	10	-111.99	-111.99	1
783	1	10	-111.99	-111.99	3
784	1	10	-111.99	-111.99	2
785	1	10	-111.99	-111.99	4
786	1	10	-111.99	-111.99	2
787	1	10	-111.99	-111.99	2
788	1	10	-111.99	-111.99	4
789	1	10	-111.99	-111.99	1
790	1	10	-111.99	-111.99	1
791	1	10	-111.99	-111.99	4
792	1	10	-111.99	-111.99	3
793	1	10	-111.99	-111.99	1
794	1	10	-111.99	-111.99	2
795	1	10	-111.99	-111.99	3
796	1	10	-111.99	-111.99	2
797	1	10	-111.99	-111.99	2
798	1	10	-111.99	-111.99	2
799	1	10	-111.99	-111.99	3
800	1	10	-111.99	-111.99	1
801	1	10	-111.99	-111.99	4
802	1	10	-111.99	-111.99	2
803	1	10	-111.99	-111.99	2
804	1	10	-111.99	-111.99	3
805	1	10	-111.99	-111.99	3
806	1	10	-111.99	-111.99	2
807	1	10	-111.99	-111.99	3
808	1	10	-111.99	-111.99	1
809	1	10	-111.99	-111.99	1
810	1	10	-111.99	-111.99	2
811	1	10	-111.99	-111.99	2
812	1	10	-111.99	-111.99	1
813	1	10	-111.99	-111.99	2
814	1	10	-111.99	-111.99	3
815	1	10	-111.99	-111.99	2
816	1	10	-111.99	-111.99	2
817	1	10	-111.99	-111.99	2
818	1	10	-111.99	-111.99	2
819	1	10	-111.99	-111.99	2
820	1	10	-111.99	-111.99	1
821	1	10	-111.99	-111.99	1
822	1	10	-111.99	1e+21	3
823	1	10	-111.99	-111.99	5
824	1	10	-111.99	-111.99	2
825	1	10	-111.99	-111.99	3
826	1	10	-111.99	-111.99	2
827	1	10	-111.99	-111.99	3
828	1	10	-111.99	-111.99	3
829	1	10	-111.99	-111.99	1
830	1	10	-111.99	-111.99	2
831	1	10	-111.99	-111.99	2
832	1	10	-111.99	-111.99	3
833	1	10	-111.99	-111.99	2
834	1	10	-111.99	-111.99	2
835	1	10	-111.99	-111.99	1
836	1	10	-111.99	-111.99	2
837	1	10	-111.99	-111.99	2
838	1	10	-111.99	-111.99	2
839	1	10	-111.99	-111.99	1
840	1	10	-111.99	-111.99	1
841	1	10	-111.99	-111.99	1
842	1	10	-111.99	-111.99	1
843	1	10	-111.99	-111.99	4
844	1	10	-111.99	-111.99	1
845	1	10	-111.99	-111.99	1
846	1	10	-111.99	-111.99	2
847	1	10	-111.99	-111.99	2
848	1	10	-111.99	-111.99	2
849	1	10	-111.99	-111.99	2
850	1	10	-111.99	-111.99	1
851	1	10	-111.99	-111.99	1
852	1	10	-111.99	-111.99	2
853	1	10	-111.99	-111.99	2
854	1	10	-111.99	-111.99	2
855	1	10	-111.99	-111.99	2
856	1	10	-111.99	-111.99	2
857	1	10	-111.99	-111.99	2
858	1	10	-111.99	-111.99	2
859	1	10	-111.99	-111.99	2
860	1	10	-111.99	-111.99	3
861	1	10	-111.99	-111.99	1
862	1	10	-111.99	-111.99	2
863	1	10	-111.99	-111.99	2
864	1	10	-111.99	-111.99	2
865	1	10	-111.99	-111.99	1
866	1	10	-111.99	-111.99	3
867	1	10	-111.99	-111.99	1
868	1	10	-111.99	-111.99	1
869	1	10	-111.99	-111.99	2
870	1	10	-111.99	-111.99	2
871	1	10	-111.99	-111.99	2
872	1	10	-111.99	-111.99	3
873	1	10	-111.99	1e+21	2
874	1	10	-111.99	-111.99	2
875	1	10	-111.99	-111.99	2
876	1	10	-111.99	-111.99	3
877	1	10	-111.99	-111.99	2
878	1	10	-111.99	-111.99	2
879	1	10	-111.99	-111.99	2
880	1	10	-111.99	-111.99	2
881	1	10	-111.99	-111.99	1
882	1	10	-111.99	-111.99	2
883	1	10	-111.99	-111.99	2
884	1	10	-111.99	-111.99	2
885	1	10	-111.99	-111.99	1
886	1	10	-111.99	-111.99	1
887	1	10	-111.99	-111.99	2
888	1	10	-111.99	-111.99	2
889	1	10	-111.99	-111.99	3
890	1	10	-111.99	-111.99	2
891	1	10	-111.99	-111.99	1
892	1	10	-111.99	-111.99	1
893	1	10	-111.99	-111.99	3
894	1	10	-111.99	-111.99	1
895	1	10	-111.99	-111.99	1
896	1	10	-111.99	-111.99	1
897	1	10	-111.99	-111.99	2
898	1	10	-111.99	-111.99	5
899	1	10	-111.99	-111.99	2
900	1	10	-111.99	-111.99	1
901	1	10	-111.99	-111.99	2
902	1	10	-111.99	-111.99	4
903	1	10	-111.99	-111.99	2
904	1	10	-111.99	-111.99	2
905	1	10	-111.99	-111.99	2
906	1	10	-111.99	-111.99	2
907	1	10	-111.99	-111.99	1
908	1	10	-111.99	-111.99	1
909	1	10	-111.99	-111.99	1
910	1	10	-111.99	-111.99	2
911	1	10	-111.99	-111.99	2
912	1	10	-111.99	-111.99	3
913	1	10	-111.99	-111.99	3
914	1	10	-111.99	-111.99	7
915	1	10	-111.99	-111.99	3
916	1	10	-111.99	-111.99	2
917	1	10	-111.99	-111.99	2
918	1	10	-111.99	-111.99	3
919	1	10	-111.99	-111.99	1
920	1	10	-111.99	-111.99	2
921	1	10	-111.99	-111.99	2
922	1	10	-111.99	-111.99	2
923	1	10	-111.99	-111.99	3
924	1	10	-111.99	1e+21	4
925	1	10	-111.99	-111.99	4
926	1	10	-111.99	-111.99	3
927	1	10	-111.99	-111.99	2
928	1	10	-111.99	-111.99	2
929	1	10	-111.99	-111.99	1
930	1	10	-111.99	-111.99	1
931	1	10	-111.99	-111.99	2
932	1	10	-111.99	-111.99	2
933	1	10	-111.99	-111.99	2
934	1	10	-111.99	-111.99	2
935	1	10	-111.99	-111.99	1
936	1	10	-111.99	-111.99	2
937	1	10	-111.99	-111.99	1
938	1	10	-111.99	-111.99	1
939	1	10	-111.99	-111.99	2
940	1	10	-111.99	-111.99	1
941	1	10	-111.99	-111.99	2
942	1	10	-111.99	-111.99	3
943	1	10	-111.99	-111.99	3
944	1	10	-111.99	-111.99	1
945	1	10	-111.99	-111.99	1
946	1	10	-111.99	-111.99	1
947	1	10	-111.99	-111.99	2
948	1	10	-111.99	-111.99	2
949	1	10	-111.99	-111.99	2
950	1	10	-111.99	-111.99	2
951	1	10	-111.99	-111.99	1
952	1	10	-111.99	-111.99	3
953	1	10	-111.99	-111.99	2
954	1	10	-111.99	-111.99	1
955	1	10	-111.99	-111.99	2
956	1	10	-111.99	-111.99	2
957	1	10	-111.99	-111.99	2
958	1	10	-111.99	-111.99	2
959	1	10	-111.99	-111.99	1
960	1	10	-111.99	-111.99	1
961	1	10	-111.99	-111.99	3
962	1	10	-111.99	-111.99	2
963	1	10	-111.99	-111.99	1
964	1	10	-111.99	-111.99	2
965	1	10	-111.99	-111.99	2
966	1	10	-111.99	-111.99	1
967	1	10	-111.99	-111.99	2
968	1	10	-111.99	-111.99	2
969	1	10	-111.99	-111.99	2
970	1	10	-111.99	-111.99	2
971	1	10	-111.99	-111.99	3
972	1	10	-111.99	-111.99	2
973	1	10	-111.99	-111.99	3
974	1	10	-111.99	-111.99	3
975	1	10	-111.99	1e+21	2
976	1	10	-111.99	-111.99	4
977	1	10	-111.99	-111.99	2
978	1	10	-111.99	-111.99	2
979	1	10	-111.99	-111.99	2
980	1	10	-111.99	-111.99	1
981	1	10	-111.99	-111.99	4
982	1	10	-111.99	-111.99	3
983	1	10	-111.99	-111.99	3
984	1	10	-111.99	-111.99	3
985	1	10	-111.99	-111.99	2
986	1	10	-111.99	-111.99	1
987	1	10	-111.99	-111.99	2
988	1	10	-111.99	-111.99	2
989	1	10	-111.99	-111.99	1
990	1	10	-111.99	-111.99	2
991	1	10	-111.99	-111.99	2
992	1	10	-111.99	-111.99	2
993	1	10	-111.99	-111.99	1
994	1	10	-111.99	-111.99	1
995	1	10	-111.99	-111.99	3
996	1	10	-111.99	-111.99	1
997	1	10	-111.99	-111.99	2
998	1	10	-111.99	-111.99	5
999	1	10	-111.99	-111.99	1
1000	1	10	-111.99	-111.99	2
1001	1	10	-111.99	-111.99	3
1002	1	10	-111.99	-111.99	3
1003	1	10	-111.99	-111.99	1
1004	1	10	-111.99	-111.99	1
1005	1	10	-111.99	-111.99	2
1006	1	10	-111.99	-111.99	2
1007	1	10	-111.99	-111.99	3
1008	1	10	-111.99	-111.99	3
1009	1	10	-111.99	-111.99	3
1010	1	10	-111.99	-111.99	4
1011	1	10	-111.99	-111.99	1
1012	1	10	-111.99	-111.99	3
1013	1	10	-111.99	-111.99	2
1014	1	10	-111.99	-111.99	2
1015	1	10	-111.99	-111.99	1
1016	1	10	-111.99	-111.99	3
1017	1	10	-111.99	-111.99	5
1018	1	10	-111.99	-111.99	2
1019	1	10	-111.99	-111.99	3
1020	1	10	-111.99	-111.99	1
1021	1	10	-111.99	-111.99	2
1022	1	10	-111.99	-111.99	2
1023	1	10	-111.99	-111.99	2
1024	1	10	-111.99	-111.99	2
1025	1	10	-111.99	-111.99	2
1026	1	10	-111.99	1e+21	4
1027	1	10	-111.99	-111.99	2
1028	1	10	-111.99	-111.99	3
1029	1	10	-111.99	-111.99	3
1030	1	10	-111.99	-111.99	1
1031	1	10	-111.99	-111.99	1
1032	1	10	-111.99	-111.99	4
1033	1	10	-111.99	-111.99	2
1034	1	10	-111.99	-111.99	1
1035	1	10	-111.99	-111.99	4
1036	1	10	-111.99	-111.99	2
1037	1	10	-111.99	-111.99	1
1038	1	10	-111.99	-111.99	2
1039	1	10	-111.99	-111.99	2
1040	1	10	-111.99	-111.99	2
1041	1	10	-111.99	-111.99	2
1042	1	10	-111.99	-111.99	2
1043	1	10	-111.99	-111.99	3
1044	1	10	-111.99	-111.99	3
1045	1	10	-111.99	-111.99	2
1046	1	10	-111.99	-111.99	2
1047	1	10	-111.99	-111.99	3
1048	1	10	-111.99	-111.99	2
1049	1	10	-111.99	-111.99	3
1050	1	10	-111.99	-111.99	2
1051	1	10	-111.99	-111.99	2
1052	1	10	-111.99	-111.99	2
1053	1	10	-111.99	-111.99	2
1054	1	10	-111.99	-111.99	4
1055	1	10	-111.99	-111.99	2
1056	1	10	-111.99	-111.99	1
1057	1	10	-111.99	-111.99	1
1058	1	10	-111.99	-111.99	1
1059	1	10	-111.99	-111.99	1
1060	1	10	-111.99	-111.99	2
1061	1	10	-111.99	-111.99	2
1062	1	10	-111.99	-111.99	1
1063	1	10	-111.99	-111.99	1
1064	1	10	-111.99	-111.99	2
1065	1	10	-111.99	-111.99	2
1066	1	10	-111.99	-111.99	2
1067	1	10	-111.99	-111.99	1
1068	1	10	-111.99	-111.99	2
1069	1	10	-111.99	-111.99	2
1070	1	10	-111.99	-111.99	2
1071	1	10	-111.99	-111.99	2
1072	1	10	-111.99	-111.99	1
1073	1	10	-111.99	-111.99	4
1074	1	10	-111.99	-111.99	1
1075	1	10	-111.99	-111.99	2
1076	1	10	-111.99	-111.99	2
1077	1	10	-111.99	1e+21	3
1078	1	10	-111.99	-111.99	3
1079	1	10	-111.99	-111.99	2
1080	1	10	-111.99	-111.99	3
1081	1	10	-111.99	-111.99	1
1082	1	10	-111.99	-111.99	2
1083	1	10	-111.99	-111.99	2
1084	1	10	-111.99	-111.99	1
1085	1	10	-111.99	-111.99	4
1086	1	10	-111.99	-111.99	2
1087	1	10	-111.99	-111.99	3
1088	1	10	-111.99	-111.99	2
1089	1	10	-111.99	-111.99	2
1090	1	10	-111.99	-111.99	2
1091	1	10	-111.99	-111.99	3
1092	1	10	-111.99	-111.99	2
1093	1	10	-111.99	-111.99	2
1094	1	10	-111.99	-111.99	2
1095	1	10	-111.99	-111.99	2
1096	1	10	-111.99	-111.99	2
1097	1	10	-111.99	-111.99	2
1098	1	10	-111.99	-111.99	2
1099	1	10	-111.99	-111.99	2
1100	1	10	-111.99	-111.99	1
1101	1	10	-111.99	-111.99	1
1102	1	10	-111.99	-111.99	1
1103	1	10	-111.99	-111.99	2
1104	1	10	-111.99	-111.99	3
1105	1	10	-111.99	-111.99	1
1106	1	10	-111.99	-111.99	2
1107	1	10	-111.99	-111.99	4
1108	1	10	-111.99	-111.99	2
1109	1	10	-111.99	-111.99	2
1110	1	10	-111.99	-111.99	5
1111	1	10	-111.99	-111.99	1
1112	1	10	-111.99	-111.99	2
1113	1	10	-111.99	-111.99	3
1114	1	10	-111.99	-111.99	2
1115	1	10	-111.99	-111.99	4
1116	1	10	-111.99	-111.99	4
1117	1	10	-111.99	-111.99	1
1118	1	10	-111.99	-111.99	3
1119	1	10	-111.99	-111.99	3
1120	1	10	-111.99	-111.99	2
1121	1	10	-111.99	-111.99	2
1122	1	10	-111.99	-111.99	3
1123	1	10	-111.99	-111.99	3
1124	1	10	-111.99	-111.99	4
1125	1	10	-111.99	-111.99	2
1126	1	10	-111.99	-111.99	2
1127	1	10	-111.99	-111.99	1
1128	1	10	-111.99	1e+21	3
1129	1	10	-111.99	-111.99	5
1130	1	10	-111.99	-111.99	2
1131	1	10	-111.99	-111.99	2
1132	1	10	-111.99	-111.99	2
1133	1	10	-111.99	-111.99	1
1134	1	10	-111.99	-111.99	2
1135	1	10	-111.99	-111.99	1
1136	1	10	-111.99	-111.99	3
1137	1	10	-111.99	-111.99	3
1138	1	10	-111.99	-111.99	3
1139	1	10	-111.99	-111.99	3
1140	1	10	-111.99	-111.99	3
1141	1	10	-111.99	-111.99	5
1142	1	10	-111.99	-111.99	1
1143	1	10	-111.99	-111.99	3
1144	1	10	-111.99	-111.99	2
1145	1	10	-111.99	-111.99	2
1146	1	10	-111.99	-111.99	2
1147	1	10	-111.99	-111.99	3
1148	1	10	-111.99	-111.99	2
1149	1	10	-111.99	-111.99	1
1150	1	10	-111.99	-111.99	2
1151	1	10	-111.99	-111.99	1
1152	1	10	-111.99	-111.99	2
1153	1	10	-111.99	-111.99	2
1154	1	10	-111.99	-111.99	2
1155	1	10	-111.99	-111.99	2
1156	1	10	-111.99	-111.99	2
1157	1	10	-111.99	-111.99	2
1158	1	10	-111.99	-111.99	2
1159	1	10	-111.99	-111.99	1
1160	1	10	-111.99	-111.99	2
1161	1	10	-111.99	-111.99	3
1162	1	10	-111.99	-111.99	1
1163	1	10	-111.99	-111.99	2
1164	1	10	-111.99	-111.99	1
1165	1	10	-111.99	-111.99	3
1166	1	10	-111.99	-111.99	2
1167	1	10	-111.99	-111.99	2
1168	1	10	-111.99	-111.99	3
1169	1	10	-111.99	-111.99	2
1170	1	10	-111.99	-111.99	3
1171	1	10	-111.99	-111.99	3
1172	1	10	-111.99	-111.99	2
1173	1	10	-111.99	-111.99	1
1174	1	10	-111.99	-111.99	2
1175	1	10	-111.99	-111.99	2
1176	1	10	-111.99	-111.99	2
1177	1	10	-111.99	-111.99	4
1178	1	10	-111.99	-111.99	2
1179	1	10	-111.99	1e+21	2
1180	1	10	-111.99	-111.99	2
1181	1	10	-111.99	-111.99	2
1182	1	10	-111.99	-111.99	1
1183	1	10	-111.99	-111.99	2
1184	1	10	-111.99	-111.99	2
1185	1	10	-111.99	-111.99	1
1186	1	10	-111.99	-111.99	2
1187	1	10	-111.99	-111.99	3
1188	1	10	-111.99	-111.99	1
1189	1	10	-111.99	-111.99	1
1190	1	10	-111.99	-111.99	3
1191	1	10	-111.99	-111.99	1
1192	1	10	-111.99	-111.99	3
1193	1	10	-111.99	-111.99	2
1194	1	10	-111.99	-111.99	2
1195	1	10	-111.99	-111.99	3
1196	1	10	-111.99	-111.99	2
1197	1	10	-111.99	-111.99	2
1198	1	10	-111.99	-111.99	3
1199	1	10	-111.99	-111.99	2
1200	1	10	-111.99	-111.99	3
1201	1	10	-111.99	-111.99	1
1202	1	10	-111.99	-111.99	3
1203	1	10	-111.99	-111.99	2
1204	1	10	-111.99	-111.99	3
1205	1	10	-111.99	-111.99	3
1206	1	10	-111.99	-111.99	1
1207	1	10	-111.99	-111.99	2
1208	1	10	-111.99	-111.99	2
1209	1	10	-111.99	-111.99	4
1210	1	10	-111.99	-111.99	1
1211	1	10	-111.99	-111.99	2
1212	1	10	-111.99	-111.99	2
1213	1	10	-111.99	-111.99	1
1214	1	10	-111.99	-111.99	3
1215	1	10	-111.99	-111.99	1
1216	1	10	-111.99	-111.99	3
1217	1	10	-111.99	-111.99	3
1218	1	10	-111.99	-111.99	2
1219	1	10	-111.99	-111.99	2
1220	1	10	-111.99	-111.99	3
1221	1	10	-111.99	-111.99	1
1222	1	10	-111.99	-111.99	2
1223	1	10	-111.99	-111.99	2
1224	1	10	-111.99	-111.99	2
1225	1	10	-111.99	-111.99	2
1226	1	10	-111.99	-111.99	2
1227	1	10	-111.99	-111.99	2
1228	1	10	-111.99	-111.99	1
1229	1	10	-111.99	-111.99	1
1230	1	10	-111.99	1e+21	3
1231	1	10	-111.99	-111.99	2
1232	1	10	-111.99	-111.99	4
1233	1	10	-111.99	-111.99	1
1234	1	10	-111.99	-111.99	2
1235	1	10	-111.99	-111.99	2
1236	1	10	-111.99	-111.99	1
1237	1	10	-111.99	-111.99	4
1238	1	10	-111.99	-111.99	1
1239	1	10	-111.99	-111.99	3
1240	1	10	-111.99	-111.99	2
1241	1	10	-111.99	-111.99	2
1242	1	10	-111.99	-111.99	2
1243	1	10	-111.99	-111.99	2
1244	1	10	-111.99	-111.99	3
1245	1	10	-111.99	-111.99	2
1246	1	10	-111.99	-111.99	1
1247	1	10	-111.99	-111.99	1
1248	1	10	-111.99	-111.99	2
1249	1	10	-111.99	-111.99	3
1250	1	10	-111.99	-111.99	1
1251	1	10	-111.99	-111.99	2
1252	1	10	-111.99	-111.99	2
1253	1	10	-111.99	-111.99	2
1254	1	10	-111.99	-111.99	2
1255	1	10	-111.99	-111.99	2
1256	1	10	-111.99	-111.99	1
1257	1	10	-111.99	-111.99	2
1258	1	10	-111.99	-111.99	3
1259	1	10	-111.99	-111.99	2
1260	1	10	-111.99	-111.99	1
1261	1	10	-111.99	-111.99	1
1262	1	10	-111.99	-111.99	2
1263	1	10	-111.99	-111.99	2
1264	1	10	-111.99	-111.99	1
1265	1	10	-111.99	-111.99	2
1266	1	10	-111.99	-111.99	2
1267	1	10	-111.99	-111.99	2
1268	1	10	-111.99	-111.99	1
1269	1	10	-111.99	-111.99	3
1270	1	10	-111.99	-111.99	4
1271	1	10	-111.99	-111.99	4
1272	1	10	-111.99	-111.99	3
1273	1	10	-111.99	-111.99	2
1274	1	10	-111.99	-111.99	2
1275	1	10	-111.99	-111.99	1
1276	1	10	-111.99	-111.99	2
1277	1	10	-111.99	-111.99	2
1278	1	10	-111.99	-111.99	1
1279	1	10	-111.99	-111.99	2
1280	1	10	-111.99	-111.99	2
1281	1	10	-111.99	1e+21	3
1282	1	10	-111.99	-111.99	1
1283	1	10	-111.99	-111.99	2
1284	1	10	-111.99	-111.99	3
1285	1	10	-111.99	-111.99	2
1286	1	10	-111.99	-111.99	1
1287	1	10	-111.99	-111.99	2
1288	1	10	-111.99	-111.99	1
1289	1	10	-111.99	-111.99	2
1290	1	10	-111.99	-111.99	2
1291	1	10	-111.99	-111.99	1
1292	1	10	-111.99	-111.99	5
1293	1	10	-111.99	-111.99	1
1294	1	10	-111.99	-111.99	1
1295	1	10	-111.99	-111.99	2
1296	1	10	-111.99	-111.99	3
1297	1	10	-111.99	-111.99	4
1298	1	10	-111.99	-111.99	2
1299	1	10	-111.99	-111.99	2
1300	1	10	-111.99	-111.99	2
1301	1	10	-111.99	-111.99	2
1302	1	10	-111.99	-111.99	2
1303	1	10	-111.99	-111.99	1
1304	1	10	-111.99	-111.99	4
1305	1	10	-111.99	-111.99	4
1306	1	10	-111.99	-111.99	2
1307	1	10	-111.99	-111.99	2
1308	1	10	-111.99	-111.99	2
1309	1	10	-111.99	-111.99	3
1310	1	10	-111.99	-111.99	2
1311	1	10	-111.99	-111.99	4
1312	1	10	-111.99	-111.99	2
1313	1	10	-111.99	-111.99	4
1314	1	10	-111.99	-111.99	3
1315	1	10	-111.99	-111.99	3
1316	1	10	-111.99	-111.99	4
1317	1	10	-111.99	-111.99	1
1318	1	10	-111.99	-111.99	3
1319	1	10	-111.99	-111.99	1
1320	1	10	-111.99	-111.99	2
1321	1	10	-111.99	-111.99	3
1322	1	10	-111.99	-111.99	2
1323	1	10	-111.99	-111.99	2
1324	1	10	-111.99	-111.99	3
1325	1	10	-111.99	-111.99	2
1326	1	10	-111.99	-111.99	2
1327	1	10	-111.99	-111.99	1
1328	1	10	-111.99	-111.99	2
1329	1	10	-111.99	-111.99	2
1330	1	10	-111.99	-111.99	2
1331	1	10	-111.99	-111.99	1
1332	1	10	-111.99	1e+21	3
1333	1	10	-111.99	-111.99	2
1334	1	10	-111.99	-111.99	1
1335	1	10	-111.99	-111.99	2
1336	1	10	-111.99	-111.99	2
1337	1	10	-111.99	-111.99	1
1338	1	10	-111.99	-111.99	2
1339	1	10	-111.99	-111.99	1
1340	1	10	-111.99	-111.99	1
1341	1	10	-111.99	-111.99	2
1342	1	10	-111.99	-111.99	2
1343	1	10	-111.99	-111.99	3
1344	1	10	-111.99	-111.99	2
1345	1	10	-111.99	-111.99	1
1346	1	10	-111.99	-111.99	1
1347	1	10	-111.99	-111.99	2
1348	1	10	-111.99	-111.99	2
1349	1	10	-111.99	-111.99	2
1350	1	10	-111.99	-111.99	1
1351	1	10	-111.99	-111.99	2
1352	1	10	-111.99	-111.99	3
1353	1	10	-111.99	-111.99	3
1354	1	10	-111.99	-111.99	2
1355	1	10	-111.99	-111.99	2
1356	1	10	-111.99	-111.99	2
1357	1	10	-111.99	-111.99	2
1358	1	10	-111.99	-111.99	2
1359	1	10	-111.99	-111.99	4
1360	1	10	-111.99	-111.99	3
1361	1	10	-111.99	-111.99	1
1362	1	10	-111.99	-111.99	2
1363	1	10	-111.99	-111.99	2
1364	1	10	-111.99	-111.99	1
1365	1	10	-111.99	-111.99	1
1366	1	10	-111.99	-111.99	1
1367	1	10	-111.99	-111.99	3
1368	1	10	-111.99	-111.99	1
1369	1	10	-111.99	-111.99	2
1370	1	10	-111.99	-111.99	2
1371	1	10	-111.99	-111.99	2
1372	1	10	-111.99	-111.99	3
1373	1	10	-111.99	-111.99	2
1374	1	10	-111.99	-111.99	4
1375	1	10	-111.99	-111.99	3
1376	1	10	-111.99	-111.99	3
1377	1	10	-111.99	-111.99	1
1378	1	10	-111.99	-111.99	4
1379	1	10	-111.99	-111.99	2
1380	1	10	-111.99	-111.99	1
1381	1	10	-111.99	-111.99	2
1382	1	10	-111.99	-111.99	2
1383	1	10	-111.99	1e+21	1
1384	1	10	-111.99	-111.99	2
1385	1	10	-111.99	-111.99	1
1386	1	10	-111.99	-111.99	3
1387	1	10	-111.99	-111.99	2
1388	1	10	-111.99	-111.99	3
1389	1	10	-111.99	-111.99	2
1390	1	10	-111.99	-111.99	3
1391	1	10	-111.99	-111.99	2
1392	1	10	-111.99	-111.99	2
1393	1	10	-111.99	-111.99	2
1394	1	10	-111.99	-111.99	3
1395	1	10	-111.99	-111.99	1
1396	1	10	-111.99	-111.99	1
1397	1	10	-111.99	-111.99	2
1398	1	10	-111.99	-111.99	2
1399	1	10	-111.99	-111.99	1
1400	1	10	-111.99	-111.99	2
1401	1	10	-111.99	-111.99	2
1402	1	10	-111.99	-111.99	3
1403	1	10	-111.99	-111.99	1
1404	1	10	-111.99	-111.99	3
1405	1	10	-111.99	-111.99	3
1406	1	10	-111.99	-111.99	1
1407	1	10	-111.99	-111.99	4
1408	1	10	-111.99	-111.99	2
1409	1	10	-111.99	-111.99	1
1410	1	10	-111.99	-111.99	2
1411	1	10	-111.99	-111.99	4
1412	1	10	-111.99	-111.99	1
1413	1	10	-111.99	-111.99	1
1414	1	10	-111.99	-111.99	2
1415	1	10	-111.99	-111.99	2
1416	1	10	-111.99	-111.99	2
1417	1	10	-111.99	-111.99	1
1418	1	10	-111.99	-111.99	3
1419	1	10	-111.99	-111.99	2
1420	1	10	-111.99	-111.99	3
1421	1	10	-111.99	-111.99	3
1422	1	10	-111.99	-111.99	5
1423	1	10	-111.99	-111.99	2
1424	1	10	-111.99	-111.99	3
1425	1	10	-111.99	-111.99	1
1426	1	10	-111.99	-111.99	4
1427	1	10	-111.99	-111.99	1
1428	1	10	-111.99	-111.99	1
1429	1	10	-111.99	-111.99	1
1430	1	10	-111.99	-111.99	1
1431	1	10	-111.99	-111.99	2
1432	1	10	-111.99	-111.99	2
1433	1	10	-111.99	-111.99	2
1434	1	10	-111.99	1e+21	2
1435	1	10	-111.99	-111.99	1
1436	1	10	-111.99	-111.99	2
1437	1	10	-111.99	-111.99	2
1438	1	10	-111.99	-111.99	1
1439	1	10	-111.99	-111.99	2
1440	1	10	-111.99	-111.99	1
1441	1	10	-111.99	-111.99	2
1442	1	10	-111.99	-111.99	3
1443	1	10	-111.99	-111.99	2
1444	1	10	-111.99	-111.99	2
1445	1	10	-111.99	-111.99	2
1446	1	10	-111.99	-111.99	2
1447	1	10	-111.99	-111.99	5
1448	1	10	-111.99	-111.99	1
1449	1	10	-111.99	-111.99	2
1450	1	10	-111.99	-111.99	4
1451	1	10	-111.99	-111.99	1
1452	1	10	-111.99	-111.99	2
1453	1	10	-111.99	-111.99	2
1454	1	10	-111.99	-111.99	1
1455	1	10	-111.99	-111.99	2
1456	1	10	-111.99	-111.99	2
1457	1	10	-111.99	-111.99	1
1458	1	10	-111.99	-111.99	1
1459	1	10	-111.99	-111.99	1
1460	1	10	-111.99	-111.99	2
1461	1	10	-111.99	-111.99	2
1462	1	10	-111.99	-111.99	2
1463	1	10	-111.99	-111.99	2
1464	1	10	-111.99	-111.99	3
1465	1	10	-111.99	-111.99	1
1466	1	10	-111.99	-111.99	2
1467	1	10	-111.99	-111.99	2
1468	1	10	-111.99	-111.99	3
1469	1	10	-111.99	-111.99	2
1470	1	10	-111.99	-111.99	2
1471	1	10	-111.99	-111.99	3
1472	1	10	-111.99	-111.99	1
1473	1	10	-111.99	-111.99	1
1474	1	10	-111.99	-111.99	3
1475	1	10	-111.99	-111.99	2
1476	1	10	-111.99	-111.99	1
1477	1	10	-111.99	-111.99	1
1478	1	10	-111.99	-111.99	2
1479	1	10	-111.99	-111.99	3
1480	1	10	-111.99	-111.99	2
1481	1	10	-111.99	-111.99	1
1482	1	10	-111.99	-111.99	2
1483	1	10	-111.99	-111.99	2
1484	1	10	-111.99	-111.99	1
1485	1	10	-111.99	1e+21	3
1486	1	10	-111.99	-111.99	2
1487	1	10	-111.99	-111.99	2
1488	1	10	-111.99	-111.99	2
1489	1	10	-111.99	-111.99	2
1490	1	10	-111.99	-111.99	1
1491	1	10	-111.99	-111.99	1
1492	1	10	-111.99	-111.99	3
1493	1	10	-111.99	-111.99	1
1494	1	10	-111.99	-111.99	3
1495	1	10	-111.99	-111.99	1
1496	1	10	-111.99	-111.99	1
1497	1	10	-111.99	-111.99	1
1498	1	10	-111.99	-111.99	2
1499	1	10	-111.99	-111.99	2
1500	1	10	-111.99	-111.99	2
1501	1	10	-111.99	-111.99	2
1502	1	10	-111.99	-111.99	3
1503	1	10	-111.99	-111.99	2
1504	1	10	-111.99	-111.99	3
1505	1	10	-111.99	-111.99	1
1506	1	10	-111.99	-111.99	4
1507	1	10	-111.99	-111.99	2
1508	1	10	-111.99	-111.99	1
1509	1	10	-111.99	-111.99	2
1510	1	10	-111.99	-111.99	2
1511	1	10	-111.99	-111.99	2
1512	1	10	-111.99	-111.99	1
1513	1	10	-111.99	-111.99	2
1514	1	10	-111.99	-111.99	2
1515	1	10	-111.99	-111.99	2
1516	1	10	-111.99	-111.99	1
