"k"	"w"	"num_featg"	"fitness_gbest"	"min_fit_x"	""
1517	1	10	-111.99	-111.99	1
1518	1	10	-111.99	-111.99	2
1519	1	10	-111.99	-111.99	2
1520	1	10	-111.99	-111.99	2
1521	1	10	-111.99	-111.99	2
1522	1	10	-111.99	-111.99	3
1523	1	10	-111.99	-111.99	2
1524	1	10	-111.99	-111.99	1
1525	1	10	-111.99	-111.99	2
1526	1	10	-111.99	-111.99	1
1527	1	10	-111.99	-111.99	4
1528	1	10	-111.99	-111.99	2
1529	1	10	-111.99	-111.99	2
1530	1	10	-111.99	-111.99	3
1531	1	10	-111.99	-111.99	1
1532	1	10	-111.99	-111.99	2
1533	1	10	-111.99	-111.99	1
1534	1	10	-111.99	-111.99	2
1535	1	10	-111.99	-111.99	1
1536	1	10	-111.99	1e+21	4
1537	1	10	-111.99	-111.99	3
1538	1	10	-111.99	-111.99	2
1539	1	10	-111.99	-111.99	3
1540	1	10	-111.99	-111.99	4
1541	1	10	-111.99	-111.99	2
1542	1	10	-111.99	-111.99	1
1543	1	10	-111.99	-111.99	4
1544	1	10	-111.99	-111.99	2
1545	1	10	-111.99	-111.99	1
1546	1	10	-111.99	-111.99	2
1547	1	10	-111.99	-111.99	2
1548	1	10	-111.99	-111.99	3
1549	1	10	-111.99	-111.99	2
1550	1	10	-111.99	-111.99	1
1551	1	10	-111.99	-111.99	2
1552	1	10	-111.99	-111.99	3
1553	1	10	-111.99	-111.99	1
1554	1	10	-111.99	-111.99	1
1555	1	10	-111.99	-111.99	2
1556	1	10	-111.99	-111.99	1
1557	1	10	-111.99	-111.99	2
1558	1	10	-111.99	-111.99	1
1559	1	10	-111.99	-111.99	2
1560	1	10	-111.99	-111.99	1
1561	1	10	-111.99	-111.99	5
1562	1	10	-111.99	-111.99	3
1563	1	10	-111.99	-111.99	2
1564	1	10	-111.99	-111.99	3
1565	1	10	-111.99	-111.99	2
1566	1	10	-111.99	-111.99	1
1567	1	10	-111.99	-111.99	2
1568	1	10	-111.99	-111.99	2
1569	1	10	-111.99	-111.99	3
1570	1	10	-111.99	-111.99	4
1571	1	10	-111.99	-111.99	4
1572	1	10	-111.99	-111.99	2
1573	1	10	-111.99	-111.99	1
1574	1	10	-111.99	-111.99	3
1575	1	10	-111.99	-111.99	2
1576	1	10	-111.99	-111.99	2
1577	1	10	-111.99	-111.99	3
1578	1	10	-111.99	-111.99	2
1579	1	10	-111.99	-111.99	2
1580	1	10	-111.99	-111.99	2
1581	1	10	-111.99	-111.99	1
1582	1	10	-111.99	-111.99	2
1583	1	10	-111.99	-111.99	2
1584	1	10	-111.99	-111.99	1
1585	1	10	-111.99	-111.99	2
1586	1	10	-111.99	-111.99	1
1587	1	10	-111.99	1e+21	2
1588	1	10	-111.99	-111.99	1
1589	1	10	-111.99	-111.99	2
1590	1	10	-111.99	-111.99	1
1591	1	10	-111.99	-111.99	2
1592	1	10	-111.99	-111.99	2
1593	1	10	-111.99	-111.99	3
1594	1	10	-111.99	-111.99	2
1595	1	10	-111.99	-111.99	2
1596	1	10	-111.99	-111.99	2
1597	1	10	-111.99	-111.99	2
1598	1	10	-111.99	-111.99	2
1599	1	10	-111.99	-111.99	1
1600	1	10	-111.99	-111.99	3
1601	1	10	-111.99	-111.99	1
1602	1	10	-111.99	-111.99	3
1603	1	10	-111.99	-111.99	3
1604	1	10	-111.99	-111.99	1
1605	1	10	-111.99	-111.99	4
1606	1	10	-111.99	-111.99	2
1607	1	10	-111.99	-111.99	3
1608	1	10	-111.99	-111.99	2
1609	1	10	-111.99	-111.99	2
1610	1	10	-111.99	-111.99	2
1611	1	10	-111.99	-111.99	2
1612	1	10	-111.99	-111.99	3
1613	1	10	-111.99	-111.99	3
1614	1	10	-111.99	-111.99	2
1615	1	10	-111.99	-111.99	2
1616	1	10	-111.99	-111.99	1
1617	1	10	-111.99	-111.99	3
1618	1	10	-111.99	-111.99	2
1619	1	10	-111.99	-111.99	2
1620	1	10	-111.99	-111.99	2
1621	1	10	-111.99	-111.99	2
1622	1	10	-111.99	-111.99	2
1623	1	10	-111.99	-111.99	2
1624	1	10	-111.99	-111.99	1
1625	1	10	-111.99	-111.99	2
1626	1	10	-111.99	-111.99	2
1627	1	10	-111.99	-111.99	2
1628	1	10	-111.99	-111.99	2
1629	1	10	-111.99	-111.99	2
1630	1	10	-111.99	-111.99	2
1631	1	10	-111.99	-111.99	2
1632	1	10	-111.99	-111.99	1
1633	1	10	-111.99	-111.99	1
1634	1	10	-111.99	-111.99	2
1635	1	10	-111.99	-111.99	1
1636	1	10	-111.99	-111.99	2
1637	1	10	-111.99	-111.99	1
1638	1	10	-111.99	1e+21	2
1639	1	10	-111.99	-111.99	1
1640	1	10	-111.99	-111.99	2
1641	1	10	-111.99	-111.99	2
1642	1	10	-111.99	-111.99	2
1643	1	10	-111.99	-111.99	2
1644	1	10	-111.99	-111.99	1
1645	1	10	-111.99	-111.99	2
1646	1	10	-111.99	-111.99	1
1647	1	10	-111.99	-111.99	2
1648	1	10	-111.99	-111.99	2
1649	1	10	-111.99	-111.99	2
1650	1	10	-111.99	-111.99	2
1651	1	10	-111.99	-111.99	2
1652	1	10	-111.99	-111.99	2
1653	1	10	-111.99	-111.99	2
1654	1	10	-111.99	-111.99	1
1655	1	10	-111.99	-111.99	1
1656	1	10	-111.99	-111.99	2
1657	1	10	-111.99	-111.99	2
1658	1	10	-111.99	-111.99	2
1659	1	10	-111.99	-111.99	2
1660	1	10	-111.99	-111.99	2
1661	1	10	-111.99	-111.99	2
1662	1	10	-111.99	-111.99	2
1663	1	10	-111.99	-111.99	1
1664	1	10	-111.99	-111.99	2
1665	1	10	-111.99	-111.99	2
1666	1	10	-111.99	-111.99	1
1667	1	10	-111.99	-111.99	2
1668	1	10	-111.99	-111.99	2
1669	1	10	-111.99	-111.99	2
1670	1	10	-111.99	-111.99	1
1671	1	10	-111.99	-111.99	3
1672	1	10	-111.99	-111.99	2
1673	1	10	-111.99	-111.99	3
1674	1	10	-111.99	-111.99	1
1675	1	10	-111.99	-111.99	2
1676	1	10	-111.99	-111.99	2
1677	1	10	-111.99	-111.99	1
1678	1	10	-111.99	-111.99	2
1679	1	10	-111.99	-111.99	2
1680	1	10	-111.99	-111.99	2
1681	1	10	-111.99	-111.99	1
1682	1	10	-111.99	-111.99	1
1683	1	10	-111.99	-111.99	3
1684	1	10	-111.99	-111.99	2
1685	1	10	-111.99	-111.99	3
1686	1	10	-111.99	-111.99	3
1687	1	10	-111.99	-111.99	2
1688	1	10	-111.99	-111.99	2
1689	1	10	-111.99	1e+21	4
1690	1	10	-111.99	-111.99	5
1691	1	10	-111.99	-111.99	1
1692	1	10	-111.99	-111.99	4
1693	1	10	-111.99	-111.99	3
1694	1	10	-111.99	-111.99	2
1695	1	10	-111.99	-111.99	2
1696	1	10	-111.99	-111.99	1
1697	1	10	-111.99	-111.99	2
1698	1	10	-111.99	-111.99	1
1699	1	10	-111.99	-111.99	3
1700	1	10	-111.99	-111.99	3
1701	1	10	-111.99	-111.99	2
1702	1	10	-111.99	-111.99	1
1703	1	10	-111.99	-111.99	2
1704	1	10	-111.99	-111.99	2
1705	1	10	-111.99	-111.99	2
1706	1	10	-111.99	-111.99	2
1707	1	10	-111.99	-111.99	1
1708	1	10	-111.99	-111.99	1
1709	1	10	-111.99	-111.99	2
1710	1	10	-111.99	-111.99	1
1711	1	10	-111.99	-111.99	2
1712	1	10	-111.99	-111.99	3
1713	1	10	-111.99	-111.99	3
1714	1	10	-111.99	-111.99	5
1715	1	10	-111.99	-111.99	2
1716	1	10	-111.99	-111.99	2
1717	1	10	-111.99	-111.99	2
1718	1	10	-111.99	-111.99	3
1719	1	10	-111.99	-111.99	2
1720	1	10	-111.99	-111.99	2
1721	1	10	-111.99	-111.99	2
1722	1	10	-111.99	-111.99	2
1723	1	10	-111.99	-111.99	1
1724	1	10	-111.99	-111.99	2
1725	1	10	-111.99	-111.99	1
1726	1	10	-111.99	-111.99	2
1727	1	10	-111.99	-111.99	2
1728	1	10	-111.99	-111.99	1
1729	1	10	-111.99	-111.99	2
1730	1	10	-111.99	-111.99	2
1731	1	10	-111.99	-111.99	1
1732	1	10	-111.99	-111.99	2
1733	1	10	-111.99	-111.99	2
1734	1	10	-111.99	-111.99	1
1735	1	10	-111.99	-111.99	2
1736	1	10	-111.99	-111.99	1
1737	1	10	-111.99	-111.99	2
1738	1	10	-111.99	-111.99	2
1739	1	10	-111.99	-111.99	2
1740	1	10	-111.99	1e+21	3
1741	1	10	-111.99	-111.99	2
1742	1	10	-111.99	-111.99	2
1743	1	10	-111.99	-111.99	1
1744	1	10	-111.99	-111.99	1
1745	1	10	-111.99	-111.99	2
1746	1	10	-111.99	-111.99	2
1747	1	10	-111.99	-111.99	2
1748	1	10	-111.99	-111.99	1
1749	1	10	-111.99	-111.99	1
1750	1	10	-111.99	-111.99	2
1751	1	10	-111.99	-111.99	1
1752	1	10	-111.99	-111.99	2
1753	1	10	-111.99	-111.99	3
1754	1	10	-111.99	-111.99	2
1755	1	10	-111.99	-111.99	2
1756	1	10	-111.99	-111.99	1
1757	1	10	-111.99	-111.99	2
1758	1	10	-111.99	-111.99	2
1759	1	10	-111.99	-111.99	4
1760	1	10	-111.99	-111.99	1
1761	1	10	-111.99	-111.99	2
1762	1	10	-111.99	-111.99	3
1763	1	10	-111.99	-111.99	4
1764	1	10	-111.99	-111.99	2
1765	1	10	-111.99	-111.99	2
1766	1	10	-111.99	-111.99	2
1767	1	10	-111.99	-111.99	2
1768	1	10	-111.99	-111.99	2
1769	1	10	-111.99	-111.99	3
1770	1	10	-111.99	-111.99	1
1771	1	10	-111.99	-111.99	2
1772	1	10	-111.99	-111.99	3
1773	1	10	-111.99	-111.99	2
1774	1	10	-111.99	-111.99	2
1775	1	10	-111.99	-111.99	3
1776	1	10	-111.99	-111.99	2
1777	1	10	-111.99	-111.99	2
1778	1	10	-111.99	-111.99	1
1779	1	10	-111.99	-111.99	2
1780	1	10	-111.99	-111.99	3
1781	1	10	-111.99	-111.99	1
1782	1	10	-111.99	-111.99	1
1783	1	10	-111.99	-111.99	2
1784	1	10	-111.99	-111.99	2
1785	1	10	-111.99	-111.99	1
1786	1	10	-111.99	-111.99	3
1787	1	10	-111.99	-111.99	2
1788	1	10	-111.99	-111.99	1
1789	1	10	-111.99	-111.99	1
1790	1	10	-111.99	-111.99	2
1791	1	10	-111.99	1e+21	2
1792	1	10	-111.99	-111.99	2
1793	1	10	-111.99	-111.99	2
1794	1	10	-111.99	-111.99	2
1795	1	10	-111.99	-111.99	2
1796	1	10	-111.99	-111.99	3
1797	1	10	-111.99	-111.99	2
1798	1	10	-111.99	-111.99	2
1799	1	10	-111.99	-111.99	2
1800	1	10	-111.99	-111.99	2
1801	1	10	-111.99	-111.99	2
1802	1	10	-111.99	-111.99	2
1803	1	10	-111.99	-111.99	2
1804	1	10	-111.99	-111.99	1
1805	1	10	-111.99	-111.99	2
1806	1	10	-111.99	-111.99	2
1807	1	10	-111.99	-111.99	1
1808	1	10	-111.99	-111.99	3
1809	1	10	-111.99	-111.99	2
1810	1	10	-111.99	-111.99	2
1811	1	10	-111.99	-111.99	1
1812	1	10	-111.99	-111.99	2
1813	1	10	-111.99	-111.99	2
1814	1	10	-111.99	-111.99	2
1815	1	10	-111.99	-111.99	2
1816	1	10	-111.99	-111.99	1
1817	1	10	-111.99	-111.99	1
1818	1	10	-111.99	-111.99	3
1819	1	10	-111.99	-111.99	1
1820	1	10	-111.99	-111.99	2
1821	1	10	-111.99	-111.99	1
1822	1	10	-111.99	-111.99	1
1823	1	10	-111.99	-111.99	1
1824	1	10	-111.99	-111.99	2
1825	1	10	-111.99	-111.99	2
1826	1	10	-111.99	-111.99	3
1827	1	10	-111.99	-111.99	3
1828	1	10	-111.99	-111.99	3
1829	1	10	-111.99	-111.99	3
1830	1	10	-111.99	-111.99	2
1831	1	10	-111.99	-111.99	2
1832	1	10	-111.99	-111.99	2
1833	1	10	-111.99	-111.99	3
1834	1	10	-111.99	-111.99	1
1835	1	10	-111.99	-111.99	2
1836	1	10	-111.99	-111.99	3
1837	1	10	-111.99	-111.99	2
1838	1	10	-111.99	-111.99	1
1839	1	10	-111.99	-111.99	4
1840	1	10	-111.99	-111.99	2
1841	1	10	-111.99	-111.99	2
1842	1	10	-111.99	1e+21	2
1843	1	10	-111.99	-111.99	2
1844	1	10	-111.99	-111.99	2
1845	1	10	-111.99	-111.99	2
1846	1	10	-111.99	-111.99	2
1847	1	10	-111.99	-111.99	3
1848	1	10	-111.99	-111.99	3
1849	1	10	-111.99	-111.99	4
1850	1	10	-111.99	-111.99	1
1851	1	10	-111.99	-111.99	1
1852	1	10	-111.99	-111.99	3
1853	1	10	-111.99	-111.99	1
1854	1	10	-111.99	-111.99	2
1855	1	10	-111.99	-111.99	2
1856	1	10	-111.99	-111.99	1
1857	1	10	-111.99	-111.99	1
1858	1	10	-111.99	-111.99	2
1859	1	10	-111.99	-111.99	2
1860	1	10	-111.99	-111.99	1
1861	1	10	-111.99	-111.99	2
1862	1	10	-111.99	-111.99	1
1863	1	10	-111.99	-111.99	2
1864	1	10	-111.99	-111.99	4
1865	1	10	-111.99	-111.99	2
1866	1	10	-111.99	-111.99	4
1867	1	10	-111.99	-111.99	4
1868	1	10	-111.99	-111.99	2
1869	1	10	-111.99	-111.99	1
1870	1	10	-111.99	-111.99	4
1871	1	10	-111.99	-111.99	2
1872	1	10	-111.99	-111.99	1
1873	1	10	-111.99	-111.99	2
1874	1	10	-111.99	-111.99	2
1875	1	10	-111.99	-111.99	2
1876	1	10	-111.99	-111.99	2
1877	1	10	-111.99	-111.99	1
1878	1	10	-111.99	-111.99	2
1879	1	10	-111.99	-111.99	2
1880	1	10	-111.99	-111.99	3
1881	1	10	-111.99	-111.99	2
1882	1	10	-111.99	-111.99	2
1883	1	10	-111.99	-111.99	5
1884	1	10	-111.99	-111.99	4
1885	1	10	-111.99	-111.99	2
1886	1	10	-111.99	-111.99	2
1887	1	10	-111.99	-111.99	2
1888	1	10	-111.99	-111.99	2
1889	1	10	-111.99	-111.99	2
1890	1	10	-111.99	-111.99	1
1891	1	10	-111.99	-111.99	1
1892	1	10	-111.99	-111.99	1
1893	1	10	-111.99	1e+21	3
1894	1	10	-111.99	-111.99	1
1895	1	10	-111.99	-111.99	2
1896	1	10	-111.99	-111.99	4
1897	1	10	-111.99	-111.99	2
1898	1	10	-111.99	-111.99	2
1899	1	10	-111.99	-111.99	1
1900	1	10	-111.99	-111.99	3
1901	1	10	-111.99	-111.99	2
1902	1	10	-111.99	-111.99	3
1903	1	10	-111.99	-111.99	1
1904	1	10	-111.99	-111.99	2
1905	1	10	-111.99	-111.99	2
1906	1	10	-111.99	-111.99	2
1907	1	10	-111.99	-111.99	1
1908	1	10	-111.99	-111.99	2
1909	1	10	-111.99	-111.99	2
1910	1	10	-111.99	-111.99	1
1911	1	10	-111.99	-111.99	3
1912	1	10	-111.99	-111.99	2
1913	1	10	-111.99	-111.99	2
1914	1	10	-111.99	-111.99	2
1915	1	10	-111.99	-111.99	2
1916	1	10	-111.99	-111.99	2
1917	1	10	-111.99	-111.99	2
1918	1	10	-111.99	-111.99	4
1919	1	10	-111.99	-111.99	2
1920	1	10	-111.99	-111.99	2
1921	1	10	-111.99	-111.99	3
1922	1	10	-111.99	-111.99	1
1923	1	10	-111.99	-111.99	3
1924	1	10	-111.99	-111.99	2
1925	1	10	-111.99	-111.99	1
1926	1	10	-111.99	-111.99	1
1927	1	10	-111.99	-111.99	4
1928	1	10	-111.99	-111.99	2
1929	1	10	-111.99	-111.99	1
1930	1	10	-111.99	-111.99	4
1931	1	10	-111.99	-111.99	2
1932	1	10	-111.99	-111.99	1
1933	1	10	-111.99	-111.99	1
1934	1	10	-111.99	-111.99	2
1935	1	10	-111.99	-111.99	1
1936	1	10	-111.99	-111.99	1
1937	1	10	-111.99	-111.99	2
1938	1	10	-111.99	-111.99	2
1939	1	10	-111.99	-111.99	1
1940	1	10	-111.99	-111.99	1
1941	1	10	-111.99	-111.99	2
1942	1	10	-111.99	-111.99	1
1943	1	10	-111.99	-111.99	1
1944	1	10	-111.99	1e+21	2
1945	1	10	-111.99	-111.99	2
1946	1	10	-111.99	-111.99	3
1947	1	10	-111.99	-111.99	2
1948	1	10	-111.99	-111.99	2
1949	1	10	-111.99	-111.99	2
1950	1	10	-111.99	-111.99	2
1951	1	10	-111.99	-111.99	2
1952	1	10	-111.99	-111.99	2
1953	1	10	-111.99	-111.99	1
1954	1	10	-111.99	-111.99	1
1955	1	10	-111.99	-111.99	2
1956	1	10	-111.99	-111.99	2
1957	1	10	-111.99	-111.99	2
1958	1	10	-111.99	-111.99	2
1959	1	10	-111.99	-111.99	2
1960	1	10	-111.99	-111.99	2
1961	1	10	-111.99	-111.99	1
1962	1	10	-111.99	-111.99	3
1963	1	10	-111.99	-111.99	2
1964	1	10	-111.99	-111.99	2
1965	1	10	-111.99	-111.99	1
1966	1	10	-111.99	-111.99	2
1967	1	10	-111.99	-111.99	1
1968	1	10	-111.99	-111.99	2
1969	1	10	-111.99	-111.99	1
1970	1	10	-111.99	-111.99	2
1971	1	10	-111.99	-111.99	2
1972	1	10	-111.99	-111.99	2
1973	1	10	-111.99	-111.99	1
1974	1	10	-111.99	-111.99	2
1975	1	10	-111.99	-111.99	1
1976	1	10	-111.99	-111.99	3
1977	1	10	-111.99	-111.99	1
1978	1	10	-111.99	-111.99	4
1979	1	10	-111.99	-111.99	2
1980	1	10	-111.99	-111.99	2
1981	1	10	-111.99	-111.99	3
1982	1	10	-111.99	-111.99	1
1983	1	10	-111.99	-111.99	1
1984	1	10	-111.99	-111.99	2
1985	1	10	-111.99	-111.99	1
1986	1	10	-111.99	-111.99	1
1987	1	10	-111.99	-111.99	2
1988	1	10	-111.99	-111.99	3
1989	1	10	-111.99	-111.99	2
1990	1	10	-111.99	-111.99	2
1991	1	10	-111.99	-111.99	3
1992	1	10	-111.99	-111.99	4
1993	1	10	-111.99	-111.99	3
1994	1	10	-111.99	-111.99	2
1995	1	10	-111.99	1e+21	2
1996	1	10	-111.99	-111.99	3
1997	1	10	-111.99	-111.99	3
1998	1	10	-111.99	-111.99	5
1999	1	10	-111.99	-111.99	2
2000	1	10	-111.99	-111.99	3
2001	1	10	-111.99	-111.99	3
2002	1	10	-111.99	-111.99	1
2003	1	10	-111.99	-111.99	1
2004	1	10	-111.99	-111.99	1
2005	1	10	-111.99	-111.99	2
2006	1	10	-111.99	-111.99	2
2007	1	10	-111.99	-111.99	2
2008	1	10	-111.99	-111.99	1
2009	1	10	-111.99	-111.99	2
2010	1	10	-111.99	-111.99	2
2011	1	10	-111.99	-111.99	5
2012	1	10	-111.99	-111.99	2
2013	1	10	-111.99	-111.99	1
2014	1	10	-111.99	-111.99	3
2015	1	10	-111.99	-111.99	3
2016	1	10	-111.99	-111.99	2
2017	1	10	-111.99	-111.99	2
2018	1	10	-111.99	-111.99	1
2019	1	10	-111.99	-111.99	1
2020	1	10	-111.99	-111.99	3
2021	1	10	-111.99	-111.99	2
2022	1	10	-111.99	-111.99	3
2023	1	10	-111.99	-111.99	2
2024	1	10	-111.99	-111.99	2
2025	1	10	-111.99	-111.99	3
2026	1	10	-111.99	-111.99	2
2027	1	10	-111.99	-111.99	2
2028	1	10	-111.99	-111.99	1
2029	1	10	-111.99	-111.99	1
2030	1	10	-111.99	-111.99	2
2031	1	10	-111.99	-111.99	1
2032	1	10	-111.99	-111.99	2
2033	1	10	-111.99	-111.99	2
2034	1	10	-111.99	-111.99	1
2035	1	10	-111.99	-111.99	1
2036	1	10	-111.99	-111.99	2
2037	1	10	-111.99	-111.99	2
2038	1	10	-111.99	-111.99	2
2039	1	10	-111.99	-111.99	2
2040	1	10	-111.99	-111.99	3
2041	1	10	-111.99	-111.99	3
2042	1	10	-111.99	-111.99	2
2043	1	10	-111.99	-111.99	3
2044	1	10	-111.99	-111.99	4
2045	1	10	-111.99	-111.99	3
2046	1	10	-111.99	1e+21	3
2047	1	10	-111.99	-111.99	2
2048	1	10	-111.99	-111.99	2
2049	1	10	-111.99	-111.99	2
2050	1	10	-111.99	-111.99	3
2051	1	10	-111.99	-111.99	1
2052	1	10	-111.99	-111.99	1
2053	1	10	-111.99	-111.99	1
2054	1	10	-111.99	-111.99	2
2055	1	10	-111.99	-111.99	2
2056	1	10	-111.99	-111.99	4
2057	1	10	-111.99	-111.99	2
2058	1	10	-111.99	-111.99	1
2059	1	10	-111.99	-111.99	2
2060	1	10	-111.99	-111.99	4
2061	1	10	-111.99	-111.99	1
2062	1	10	-111.99	-111.99	2
2063	1	10	-111.99	-111.99	2
2064	1	10	-111.99	-111.99	2
2065	1	10	-111.99	-111.99	1
2066	1	10	-111.99	-111.99	1
2067	1	10	-111.99	-111.99	1
2068	1	10	-111.99	-111.99	3
2069	1	10	-111.99	-111.99	1
2070	1	10	-111.99	-111.99	2
2071	1	10	-111.99	-111.99	2
2072	1	10	-111.99	-111.99	1
2073	1	10	-111.99	-111.99	2
2074	1	10	-111.99	-111.99	3
2075	1	10	-111.99	-111.99	1
2076	1	10	-111.99	-111.99	2
2077	1	10	-111.99	-111.99	3
2078	1	10	-111.99	-111.99	2
2079	1	10	-111.99	-111.99	2
2080	1	10	-111.99	-111.99	2
2081	1	10	-111.99	-111.99	3
2082	1	10	-111.99	-111.99	3
2083	1	10	-111.99	-111.99	2
2084	1	10	-111.99	-111.99	1
2085	1	10	-111.99	-111.99	3
2086	1	10	-111.99	-111.99	3
2087	1	10	-111.99	-111.99	2
2088	1	10	-111.99	-111.99	2
2089	1	10	-111.99	-111.99	2
2090	1	10	-111.99	-111.99	1
2091	1	10	-111.99	-111.99	1
2092	1	10	-111.99	-111.99	2
2093	1	10	-111.99	-111.99	2
2094	1	10	-111.99	-111.99	1
2095	1	10	-111.99	-111.99	2
2096	1	10	-111.99	-111.99	2
2097	1	10	-111.99	1e+21	1
2098	1	10	-111.99	-111.99	1
2099	1	10	-111.99	-111.99	2
2100	1	10	-111.99	-111.99	3
2101	1	10	-111.99	-111.99	1
2102	1	10	-111.99	-111.99	2
2103	1	10	-111.99	-111.99	3
2104	1	10	-111.99	-111.99	2
2105	1	10	-111.99	-111.99	2
2106	1	10	-111.99	-111.99	2
2107	1	10	-111.99	-111.99	2
2108	1	10	-111.99	-111.99	2
2109	1	10	-111.99	-111.99	3
2110	1	10	-111.99	-111.99	3
2111	1	10	-111.99	-111.99	2
2112	1	10	-111.99	-111.99	1
2113	1	10	-111.99	-111.99	2
2114	1	10	-111.99	-111.99	2
2115	1	10	-111.99	-111.99	2
2116	1	10	-111.99	-111.99	3
2117	1	10	-111.99	-111.99	2
2118	1	10	-111.99	-111.99	1
2119	1	10	-111.99	-111.99	2
2120	1	10	-111.99	-111.99	3
2121	1	10	-111.99	-111.99	4
2122	1	10	-111.99	-111.99	1
2123	1	10	-111.99	-111.99	2
2124	1	10	-111.99	-111.99	2
2125	1	10	-111.99	-111.99	1
2126	1	10	-111.99	-111.99	2
2127	1	10	-111.99	-111.99	1
2128	1	10	-111.99	-111.99	6
2129	1	10	-111.99	-111.99	3
2130	1	10	-111.99	-111.99	1
2131	1	10	-111.99	-111.99	2
2132	1	10	-111.99	-111.99	2
2133	1	10	-111.99	-111.99	2
2134	1	10	-111.99	-111.99	3
2135	1	10	-111.99	-111.99	4
2136	1	10	-111.99	-111.99	1
2137	1	10	-111.99	-111.99	1
2138	1	10	-111.99	-111.99	3
2139	1	10	-111.99	-111.99	2
2140	1	10	-111.99	-111.99	1
2141	1	10	-111.99	-111.99	4
2142	1	10	-111.99	-111.99	2
2143	1	10	-111.99	-111.99	3
2144	1	10	-111.99	-111.99	1
2145	1	10	-111.99	-111.99	3
2146	1	10	-111.99	-111.99	1
2147	1	10	-111.99	-111.99	2
2148	1	10	-111.99	1e+21	2
2149	1	10	-111.99	-111.99	1
2150	1	10	-111.99	-111.99	3
2151	1	10	-111.99	-111.99	2
2152	1	10	-111.99	-111.99	3
2153	1	10	-111.99	-111.99	1
2154	1	10	-111.99	-111.99	2
2155	1	10	-111.99	-111.99	1
2156	1	10	-111.99	-111.99	1
2157	1	10	-111.99	-111.99	1
2158	1	10	-111.99	-111.99	2
2159	1	10	-111.99	-111.99	2
2160	1	10	-111.99	-111.99	1
2161	1	10	-111.99	-111.99	1
2162	1	10	-111.99	-111.99	2
2163	1	10	-111.99	-111.99	1
2164	1	10	-111.99	-111.99	2
2165	1	10	-111.99	-111.99	2
2166	1	10	-111.99	-111.99	2
2167	1	10	-111.99	-111.99	3
2168	1	10	-111.99	-111.99	2
2169	1	10	-111.99	-111.99	2
2170	1	10	-111.99	-111.99	1
2171	1	10	-111.99	-111.99	1
2172	1	10	-111.99	-111.99	3
2173	1	10	-111.99	-111.99	2
2174	1	10	-111.99	-111.99	1
2175	1	10	-111.99	-111.99	2
2176	1	10	-111.99	-111.99	2
2177	1	10	-111.99	-111.99	1
2178	1	10	-111.99	-111.99	4
2179	1	10	-111.99	-111.99	2
2180	1	10	-111.99	-111.99	3
2181	1	10	-111.99	-111.99	1
2182	1	10	-111.99	-111.99	2
2183	1	10	-111.99	-111.99	2
2184	1	10	-111.99	-111.99	1
2185	1	10	-111.99	-111.99	2
2186	1	10	-111.99	-111.99	1
2187	1	10	-111.99	-111.99	2
2188	1	10	-111.99	-111.99	1
2189	1	10	-111.99	-111.99	4
2190	1	10	-111.99	-111.99	2
2191	1	10	-111.99	-111.99	2
2192	1	10	-111.99	-111.99	3
2193	1	10	-111.99	-111.99	2
2194	1	10	-111.99	-111.99	1
2195	1	10	-111.99	-111.99	2
2196	1	10	-111.99	-111.99	2
2197	1	10	-111.99	-111.99	1
2198	1	10	-111.99	-111.99	4
2199	1	10	-111.99	1e+21	2
2200	1	10	-111.99	-111.99	2
2201	1	10	-111.99	-111.99	2
2202	1	10	-111.99	-111.99	3
2203	1	10	-111.99	-111.99	2
2204	1	10	-111.99	-111.99	1
2205	1	10	-111.99	-111.99	2
2206	1	10	-111.99	-111.99	2
2207	1	10	-111.99	-111.99	2
2208	1	10	-111.99	-111.99	3
2209	1	10	-111.99	-111.99	2
2210	1	10	-111.99	-111.99	2
2211	1	10	-111.99	-111.99	3
2212	1	10	-111.99	-111.99	2
2213	1	10	-111.99	-111.99	2
2214	1	10	-111.99	-111.99	1
2215	1	10	-111.99	-111.99	1
2216	1	10	-111.99	-111.99	1
2217	1	10	-111.99	-111.99	1
2218	1	10	-111.99	-111.99	2
2219	1	10	-111.99	-111.99	2
2220	1	10	-111.99	-111.99	3
2221	1	10	-111.99	-111.99	1
2222	1	10	-111.99	-111.99	1
2223	1	10	-111.99	-111.99	2
2224	1	10	-111.99	-111.99	3
2225	1	10	-111.99	-111.99	2
2226	1	10	-111.99	-111.99	3
2227	1	10	-111.99	-111.99	3
2228	1	10	-111.99	-111.99	1
2229	1	10	-111.99	-111.99	2
2230	1	10	-111.99	-111.99	2
2231	1	10	-111.99	-111.99	2
2232	1	10	-111.99	-111.99	1
2233	1	10	-111.99	-111.99	1
2234	1	10	-111.99	-111.99	3
2235	1	10	-111.99	-111.99	1
2236	1	10	-111.99	-111.99	1
2237	1	10	-111.99	-111.99	1
2238	1	10	-111.99	-111.99	2
2239	1	10	-111.99	-111.99	2
2240	1	10	-111.99	-111.99	2
2241	1	10	-111.99	-111.99	2
2242	1	10	-111.99	-111.99	3
2243	1	10	-111.99	-111.99	2
2244	1	10	-111.99	-111.99	1
2245	1	10	-111.99	-111.99	1
2246	1	10	-111.99	-111.99	2
2247	1	10	-111.99	-111.99	2
2248	1	10	-111.99	-111.99	1
2249	1	10	-111.99	-111.99	1
2250	1	10	-111.99	1e+21	2
