"Iteration #"	"Inertia"	"Number of features"	"Global best fitness"	"Current best fitness"	"Number of features in current best agent"	"Number of features in global best"	"Number of features in local best"
107	1	44	18382.3023063008	16272.6260654907	19	20	21
108	1	44	18382.3023063008	17706.7873288165	15	20	19
109	1	44	18382.3023063008	-1e+21	20	20	20
110	1	44	18382.3023063008	18362.2958305916	18	20	20
111	1	44	18382.3023063008	16835.8910271976	23	20	22
112	1	44	18382.3023063008	17726.3132950791	21	20	21
113	1	44	18382.3023063008	16288.5901369831	25	20	22
114	1	44	18382.3023063008	16466.3619733368	20	20	20
115	1	44	18382.3023063008	-1e+21	22	20	20
116	1	44	18382.3023063008	15433.9320666349	22	20	22
117	1	44	18382.3023063008	15080.60972562	21	20	20
118	1	44	18382.3023063008	16437.9983255966	21	20	19
119	1	44	18382.3023063008	14891.8779705836	19	20	21
120	1	44	18382.3023063008	16393.9485629574	19	20	19
121	1	44	18382.3023063008	-1e+21	21	20	19
122	1	44	18462.7848255902	18462.7848255902	19	18	18
123	1	44	18626.302742318	18626.302742318	21	23	23
124	1	44	18626.302742318	17053.267824117	19	23	22
125	1	44	18626.302742318	17940.2514680273	18	23	18
126	1	44	18626.302742318	16040.506309451	20	23	22
127	1	44	18626.302742318	17815.4634789684	12	23	15
128	1	44	18626.302742318	15619.0267477666	23	23	21
129	1	44	18626.302742318	-1e+21	20	23	20
130	1	44	18626.302742318	14746.8436135987	23	23	23
131	1	44	18626.302742318	15895.4866861781	21	23	22
132	1	44	18626.302742318	15581.5947096747	28	23	27
133	1	44	18626.302742318	16164.5792453391	23	23	21
134	1	44	18626.302742318	14809.4423128545	20	23	19
135	1	44	18626.302742318	-1e+21	23	23	23
136	1	44	18626.302742318	15111.6403979235	21	23	24
137	1	44	18626.302742318	16449.2023404376	22	23	23
138	1	44	18626.302742318	15975.1142820192	27	23	24
139	1	44	18626.302742318	15751.0864037397	24	23	22
140	1	44	18626.302742318	14433.5267708138	25	23	24
141	1	44	18626.302742318	-1e+21	18	23	17
142	1	44	18626.302742318	15384.7746102913	22	23	21
143	1	44	18626.302742318	15823.0361192941	25	23	24
144	1	44	18626.302742318	15689.9063570007	24	23	26
145	1	44	18626.302742318	13585.5693278102	27	23	24
146	1	44	18626.302742318	15080.591528617	24	23	24
147	1	44	18626.302742318	-1e+21	21	23	21
148	1	44	18626.302742318	17546.8931891305	26	23	22
149	1	44	18626.302742318	15507.6335558542	25	23	23
150	1	44	18626.302742318	15359.5573183031	26	23	22
151	1	44	18626.302742318	13478.7159945989	22	23	18
152	1	44	18626.302742318	14675.6788669457	19	23	22
153	1	44	18626.302742318	-1e+21	22	23	22
154	1	44	18626.302742318	14903.1171924806	23	23	27
155	1	44	18626.302742318	15340.37783747	22	23	23
156	1	44	18626.302742318	15531.6206963172	22	23	20
157	1	44	18626.302742318	15292.1112115877	24	23	23
158	1	44	18626.302742318	13151.1218414144	24	23	23
159	1	44	18626.302742318	-1e+21	26	23	25
160	1	44	18626.302742318	17244.8890846245	22	23	19
161	1	44	18626.302742318	14776.1641577885	24	23	27
162	1	44	18626.302742318	15393.8041965175	22	23	23
163	1	44	18626.302742318	15842.7411061357	30	23	27
164	1	44	18626.302742318	15109.9924807497	24	23	23
165	1	44	18626.302742318	-1e+21	24	23	22
166	1	44	18626.302742318	15377.2035120419	22	23	24
167	1	44	18626.302742318	15167.6184490695	18	23	19
168	1	44	18626.302742318	15390.0518485125	27	23	27
169	1	44	18626.302742318	14101.0703947203	24	23	26
170	1	44	18626.302742318	14088.7715798205	27	23	29
171	1	44	18626.302742318	-1e+21	24	23	28
172	1	44	18626.302742318	16213.836654679	21	23	19
173	1	44	18626.302742318	15645.3434849848	26	23	27
174	1	44	18626.302742318	15459.8624002845	24	23	19
175	1	44	18626.302742318	15777.9637978453	26	23	22
176	1	44	18626.302742318	14521.5027878839	36	23	32
177	1	44	18626.302742318	-1e+21	27	23	27
178	1	44	18626.302742318	15342.2616343977	23	23	25
179	1	44	18626.302742318	14888.7847118833	17	23	19
180	1	44	18626.302742318	15593.9118667187	24	23	17
181	1	44	18626.302742318	14758.5103995536	26	23	21
182	1	44	18626.302742318	18239.9119886297	17	23	17
183	1	44	18626.302742318	-1e+21	23	23	23
184	1	44	18626.302742318	15798.3028937038	23	23	22
185	1	44	18626.302742318	14903.7781959551	25	23	23
186	1	44	18626.302742318	16328.541610997	30	23	32
187	1	44	18626.302742318	15596.2067915402	24	23	24
188	1	44	18626.302742318	14763.6835080375	21	23	23
