"Iteration #"	"Inertia"	"Number of features"	"Global best fitness"	"Current best fitness"	"Number of features in current best agent"	"Number of features in global best"	"Number of features in local best"
57	1	22	33.1267225545787	24.7104760273347	10	10	10
58	1	22	33.1267225545787	-1e+21	13	10	10
59	1	22	33.1267225545787	23.6838610164159	13	10	13
60	1	22	33.1267225545787	20.8062750626497	13	10	13
61	1	22	33.1267225545787	18.9410419796623	12	10	12
62	1	22	33.1267225545787	18.0958418351943	13	10	13
63	1	22	33.1267225545787	23.630126850708	11	10	11
64	1	22	33.1267225545787	-1e+21	13	10	10
65	1	22	33.1267225545787	26.0410830766709	10	10	9
66	1	22	33.1267225545787	32.1432795822627	13	10	10
67	1	22	33.1267225545787	17.4777069612858	14	10	14
68	1	22	33.1267225545787	20.6607670113001	12	10	12
69	1	22	33.1267225545787	18.7796110748286	14	10	14
70	1	22	33.1267225545787	-1e+21	12	10	10
71	1	22	33.1267225545787	21.2055540057212	14	10	14
72	1	22	33.1267225545787	20.4446715280889	11	10	11
73	1	22	33.1267225545787	20.9317265120259	12	10	12
74	1	22	33.1267225545787	21.4431276655107	13	10	13
75	1	22	33.1267225545787	19.5004855079127	13	10	13
76	1	22	33.1267225545787	-1e+21	14	10	11
77	1	22	33.1267225545787	29.6456976421251	10	10	10
78	1	22	33.1267225545787	26.4356822594591	10	10	10
79	1	22	33.1267225545787	25.0272974758238	10	10	10
80	1	22	33.1267225545787	27.5420731004149	12	10	12
81	1	22	33.1267225545787	22.9191598853866	10	10	10
82	1	22	33.1267225545787	-1e+21	14	10	10
83	1	22	33.1267225545787	28.42408663762	10	10	10
84	1	22	33.1267225545787	30.8881662672259	10	10	10
85	1	22	33.1267225545787	24.4955706481255	10	10	10
86	1	22	33.1267225545787	28.2704928687408	10	10	10
87	1	22	33.1267225545787	27.4408964573249	10	10	10
88	1	22	33.1267225545787	-1e+21	13	10	10
89	1	22	33.1267225545787	32.8248950676889	10	10	10
90	1	22	33.1267225545787	31.3936481757742	10	10	10
91	1	22	33.1267225545787	25.4615005168901	10	10	10
92	1	22	33.1267225545787	30.0029022971633	10	10	10
93	1	22	33.1267225545787	33.0264589159177	10	10	10
94	1	22	33.1267225545787	-1e+21	15	10	10
95	1	22	33.1267225545787	21.9320500122812	11	10	11
96	1	22	33.1267225545787	19.5890200157368	12	10	12
97	1	22	33.1267225545787	18.8358565824605	12	10	12
98	1	22	33.1267225545787	18.5621312297494	12	10	12
99	1	22	33.1267225545787	20.4701069090477	13	10	13
100	1	22	33.1267225545787	-1e+21	14	10	11
101	1	22	33.1267225545787	19.2602212070496	14	10	14
102	1	22	33.1267225545787	18.1842107156841	12	10	12
103	1	22	33.1267225545787	21.9413862788351	12	10	12
104	1	22	33.1267225545787	21.5038610449691	13	10	13
105	1	22	33.1267225545787	19.6457701925205	13	10	13
106	1	22	33.1267225545787	-1e+21	15	10	11
107	1	22	33.1267225545787	19.1150231603045	11	10	11
108	1	22	33.1267225545787	24.0443825105911	12	10	12
109	1	22	33.1267225545787	19.8212359165363	12	10	12
110	1	22	33.1267225545787	18.4799799664509	11	10	11
111	1	22	33.1267225545787	20.9855652753969	12	10	12
112	1	22	33.1267225545787	-1e+21	14	10	11
113	1	22	33.1267225545787	19.377636372993	13	10	13
114	1	22	33.1267225545787	23.2534655974243	13	10	13
115	1	22	33.1267225545787	21.9529387415669	11	10	11
116	1	22	33.1267225545787	20.0774343244997	14	10	14
117	1	22	33.1267225545787	20.9517034347353	13	10	13
118	1	22	33.1267225545787	-1e+21	12	10	10
119	1	22	33.1267225545787	16.8783529554701	12	10	12
120	1	22	33.1267225545787	20.2500187560377	13	10	13
121	1	22	33.1267225545787	17.1758693528354	15	10	15
122	1	22	33.1267225545787	20.8245944132977	13	10	13
123	1	22	33.1267225545787	16.7477733364638	12	10	12
124	1	22	33.1267225545787	-1e+21	14	10	11
125	1	22	33.1267225545787	23.6003051693897	11	10	11
126	1	22	33.1267225545787	21.3595742847555	11	10	11
127	1	22	33.1267225545787	20.6113172252981	13	10	13
128	1	22	33.1267225545787	24.2176202175261	13	10	13
129	1	22	33.1267225545787	20.8640601169573	13	10	13
130	1	22	33.1267225545787	-1e+21	14	10	11
131	1	22	33.1267225545787	25.8377942827483	10	10	10
132	1	22	33.1267225545787	30.5114328553932	10	10	10
133	1	22	33.1267225545787	29.6905419815518	10	10	10
134	1	22	33.1267225545787	28.0285366499351	10	10	10
135	1	22	33.1267225545787	29.7064081037802	10	10	10
136	1	22	34.861586307495	34.861586307495	10	10	10
137	1	22	34.861586307495	30.5359607516692	10	10	10
138	1	22	34.861586307495	30.4435408888415	10	10	10
139	1	22	34.861586307495	29.314099124991	10	10	10
140	1	22	34.861586307495	25.1625303851923	10	10	10
141	1	22	34.861586307495	30.4110605408473	10	10	10
142	1	22	34.861586307495	-1e+21	15	10	10
143	1	22	34.861586307495	20.3808613773917	12	10	12
144	1	22	34.861586307495	21.7874700402704	11	10	11
145	1	22	34.861586307495	22.0631041428594	12	10	12
146	1	22	34.861586307495	17.5705624380904	12	10	12
147	1	22	34.861586307495	26.1768744881497	13	10	13
148	1	22	34.861586307495	-1e+21	13	10	10
149	1	22	34.861586307495	21.4051937078369	12	10	12
150	1	22	34.861586307495	21.2332712307904	12	10	12
151	1	22	34.861586307495	19.8526519357501	12	10	12
152	1	22	34.861586307495	19.7119871449838	13	10	13
153	1	22	34.861586307495	21.1996255003973	12	10	12
154	1	22	34.861586307495	-1e+21	14	10	10
155	1	22	34.861586307495	26.8594179459084	10	10	10
156	1	22	34.861586307495	27.779328944324	10	10	10
157	1	22	34.861586307495	27.5971330642921	10	10	10
158	1	22	34.861586307495	31.5619941826638	10	10	10
159	1	22	34.861586307495	30.2524118613423	10	10	10
160	1	22	34.861586307495	-1e+21	13	10	10
161	1	22	34.861586307495	21.9937308618876	13	10	13
162	1	22	34.861586307495	17.6857977823719	11	10	11
163	1	22	34.861586307495	19.4129155505788	14	10	14
164	1	22	34.861586307495	24.9547773742255	11	10	11
165	1	22	34.861586307495	19.7554862597537	14	10	14
166	1	22	34.861586307495	-1e+21	13	10	13
167	1	22	34.861586307495	22.1491284110632	12	10	12
168	1	22	34.861586307495	19.6000807507791	12	10	12
169	1	22	34.861586307495	22.2746874119461	11	10	11
170	1	22	34.861586307495	18.8418990741009	13	10	13
171	1	22	34.861586307495	22.1225746951087	11	10	11
172	1	22	34.861586307495	-1e+21	13	10	11
173	1	22	34.861586307495	18.1636934793793	12	10	12
174	1	22	34.861586307495	19.3373261267794	14	10	14
175	1	22	34.861586307495	19.5220219962784	11	10	11
176	1	22	34.861586307495	18.8906895124167	12	10	12
177	1	22	34.861586307495	19.9254487666906	13	10	13
178	1	22	34.861586307495	-1e+21	13	10	11
179	1	22	34.861586307495	27.535556610977	10	10	10
180	1	22	34.861586307495	30.7241593678846	10	10	10
181	1	22	34.861586307495	27.5340286184928	10	10	10
182	1	22	34.861586307495	27.709961381897	10	10	10
183	1	22	34.861586307495	24.5158723681193	11	10	11
184	1	22	34.861586307495	-1e+21	14	10	10
185	1	22	34.861586307495	21.0746603387289	12	10	12
186	1	22	34.861586307495	20.074915618962	13	10	13
187	1	22	34.861586307495	20.3810325880171	13	10	13
188	1	22	34.861586307495	20.9052047592606	13	10	13
189	1	22	34.861586307495	19.4158370011457	12	10	12
190	1	22	34.861586307495	-1e+21	13	10	11
191	1	22	34.861586307495	17.4067216156992	14	10	14
192	1	22	34.861586307495	22.8413458064229	11	10	11
193	1	22	34.861586307495	18.5491671134854	12	10	12
194	1	22	34.861586307495	17.6080558321263	14	10	14
195	1	22	34.861586307495	23.2825430308753	11	10	11
196	1	22	34.861586307495	-1e+21	11	10	10
197	1	22	34.861586307495	18.9691662623114	12	10	12
198	1	22	34.861586307495	22.8895632867555	11	10	11
199	1	22	34.861586307495	24.6702042025569	11	10	11
200	1	22	34.861586307495	23.9259834065341	11	10	11
201	1	22	34.861586307495	27.3743702477813	12	10	9
202	1	22	34.861586307495	-1e+21	12	10	10
203	1	22	34.861586307495	30.5037293874113	13	10	10
204	1	22	34.861586307495	27.1140180949778	10	10	10
205	1	22	34.861586307495	28.8746033170711	10	10	10
206	1	22	34.861586307495	29.2718742230032	10	10	10
207	1	22	34.861586307495	32.4668282185624	10	10	10
208	1	22	34.861586307495	-1e+21	13	10	10
209	1	22	35.1865092339406	35.1865092339406	10	10	10
210	1	22	35.1865092339406	26.7984476744155	10	10	10
211	1	22	35.1865092339406	24.6396761425737	10	10	10
212	1	22	35.1865092339406	30.4093600961644	10	10	10
213	1	22	35.1865092339406	26.6166992403418	10	10	10
214	1	22	35.1865092339406	27.9731871140494	10	10	10
