"Iteration #"	"Inertia"	"Number of features"	"CV best"	"Permuted CV best"	"Global best fitness"	"Current best fitness"	"Number of features in current best agent"	"Number of features in global best"	"Number of features in local best"
1	1	58	93.8283258665481	27.9485543697025	73.5067512906143	73.5067512906143	25	58	1160
2	1	25	100	26.6512019439934	79.2556877231475	79.2556877231475	25	23	23
3	1	35	100	23.9124479431277	81.1322373280029	81.1322373280029	40	40	40
4	1	35	100	23.9124479431277	81.1322373280029	81.1322373280029	40	40	40
5	1	35	100	23.9124479431277	81.1322373280029	81.1322373280029	29	40	40
6	1	35	100	23.9124479431277	81.1322373280029	80.1151432626115	28	40	29
7	1	35	100	23.9124479431277	81.1322373280029	80.5607804625563	39	40	40
8	1	39	100	22.3518572062182	82.2484665874828	82.2484665874828	29	28	28
9	1	39	100	22.3518572062182	82.2484665874828	80.4747833360768	38	28	37
10	1	39	100	22.3518572062182	82.2484665874828	82.2484665874828	30	28	28
11	1	39	100	22.3518572062182	82.2484665874828	79.4331287582285	41	28	34
12	1	39	100	22.3518572062182	82.2484665874828	79.8603881045647	18	28	31
13	1	39	100	22.3518572062182	82.2484665874828	80.9843371797615	23	28	21
14	1	39	100	22.3518572062182	82.2484665874828	80.9056986284283	25	28	27
15	1	39	100	22.3518572062182	82.2484665874828	81.6055086188894	26	28	17
16	1	39	100	22.3518572062182	82.2484665874828	80.6867512520577	24	28	17
17	1	39	100	22.3518572062182	82.2484665874828	80.8720671672055	30	28	26
18	1	34	100	22.0184224860142	82.7157179832314	82.7157179832314	17	17	17
19	1	25	100	21.8971409079274	82.8258676131447	82.8258676131447	17	17	17
20	1	25	100	21.8971409079274	82.8258676131447	82.8258676131447	18	17	17
21	1	25	100	21.8971409079274	82.8258676131447	81.5743374777184	22	17	17
22	1	25	100	21.8971409079274	82.8258676131447	81.2326340141649	18	17	17
23	1	25	100	21.8971409079274	82.8258676131447	81.319144671749	19	17	17
24	1	25	100	21.8971409079274	82.8258676131447	81.3713477368831	14	17	17
25	1	25	100	21.8971409079274	82.8258676131447	81.8207247755839	30	17	28
26	1	25	100	21.8971409079274	82.8258676131447	82.2839014684536	21	17	20
27	1	25	100	21.8971409079274	82.8258676131447	81.6749336911699	29	17	28
28	1	25	100	21.8971409079274	82.8258676131447	82.1570160000378	8	17	17
29	1	25	100	21.8971409079274	82.8258676131447	80.9899488354772	37	17	40
30	1	25	100	21.8971409079274	82.8258676131447	80.8564605642369	21	17	28
31	1	25	100	21.8971409079274	82.8258676131447	81.9814630525279	21	17	26
32	1	25	100	21.8971409079274	82.8258676131447	82.7157179832314	18	17	17
33	1	25	100	21.8971409079274	82.8258676131447	82.8258676131447	17	17	17
34	1	25	100	21.8971409079274	82.8258676131447	82.8258676131447	17	17	17
35	1	25	100	21.8971409079274	82.8258676131447	82.8258676131447	15	17	17
36	1	25	100	21.8971409079274	82.8258676131447	81.341621009783	16	17	23
37	1	25	100	21.8971409079274	82.8258676131447	82.347570902423	16	17	17
38	1	25	100	21.8971409079274	82.8258676131447	82.347570902423	17	17	17
39	1	25	100	21.8971409079274	82.8258676131447	82.8258676131447	17	17	17
40	1	25	100	21.8971409079274	82.8258676131447	82.8258676131447	13	17	17
41	1	25	100	21.8971409079274	82.8258676131447	82.5168796636139	18	17	19
42	1	25	100	21.8971409079274	82.8258676131447	82.4646765984798	16	17	18
43	1	25	100	21.8971409079274	82.8258676131447	81.3796186169404	21	17	23
44	1	25	100	21.8971409079274	82.8258676131447	82.4646765984798	15	17	18
45	1	25	100	21.8971409079274	82.8258676131447	81.2431308673062	21	17	17
46	1	25	100	21.8971409079274	82.8258676131447	82.1816945380888	13	17	16
47	1	25	100	21.8971409079274	82.8258676131447	81.9473695065075	19	17	21
48	1	25	100	21.8971409079274	82.8258676131447	81.8382491153467	13	17	13
49	1	25	100	21.8971409079274	82.8258676131447	81.8611975727415	18	17	19
50	1	18	100	21.8528555983817	83.0399481379075	83.0399481379075	20	17	17
51	1	18	100	21.8528555983817	83.0399481379075	81.145459287267	19	17	22
52	1	18	100	21.8528555983817	83.0399481379075	81.4226375295562	16	17	16
53	1	18	100	21.8528555983817	83.0399481379075	82.1735928905853	17	17	16
54	1	18	100	20.5034414863503	83.9845380163294	83.9845380163294	17	17	17
55	1	18	100	20.5034414863503	83.9845380163294	83.9845380163294	23	17	17
56	1	18	100	20.5034414863503	83.9845380163294	81.722325911956	15	17	16
57	1	18	100	20.5034414863503	83.9845380163294	81.5151361823616	15	17	16
58	1	18	100	20.5034414863503	83.9845380163294	83.2172354919568	13	17	13
59	1	18	100	20.5034414863503	83.9845380163294	82.6588620606251	17	17	32
60	1	18	100	20.5034414863503	83.9845380163294	83.9711096585822	14	17	16
61	1	18	100	20.5034414863503	83.9845380163294	83.0399481379075	16	17	17
62	1	18	100	20.5034414863503	83.9845380163294	82.6588620606251	16	17	17
63	1	18	100	20.5034414863503	83.9845380163294	83.0081446746292	11	17	14
64	1	18	100	20.5034414863503	83.9845380163294	83.9845380163294	17	17	17
65	1	18	100	20.5034414863503	83.9845380163294	83.9845380163294	20	17	34
66	1	18	100	20.5034414863503	83.9845380163294	81.5338248555079	17	17	18
67	1	18	100	20.5034414863503	83.9845380163294	83.1542580678404	12	17	15
68	1	18	100	20.5034414863503	83.9845380163294	83.9845380163294	17	17	17
69	1	18	100	20.5034414863503	83.9845380163294	83.9845380163294	17	17	17
70	1	18	100	20.5034414863503	83.9845380163294	83.9845380163294	16	17	17
71	1	18	100	20.5034414863503	83.9845380163294	83.9711096585822	17	17	16
